PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO285435,DEPARTMENT OF TRANSPORTATION,"UNIFORMS, BLENDED FABRIC 85",$5233.00,01/02/2009,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO300773,DEPARTMENT OF EDUCATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$38240.73,06/26/2009,COMMITTEE FOR CHILDREN,568 FIRST AVENUE SOUTH                             STE 600  ; SEATTLE  ; WA  ; 98104-2804,SEATTLE  ,WA
PO300819,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,06/26/2009,OREGON UNIV SYSTEM DBA PSU,1633 SW PARK                                       PO BOX 1491  ; PORTLAND  ; OR  ; 97207,PORTLAND  ,OR
PO300752,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$19060.00,06/26/2009,"KOFAX, INC.",15211 LAGUNA CANYON ROAD  ; IRVINE  ; CA  ; 92618-3603,IRVINE  ,CA
PO300772,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$183986.04,06/26/2009,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO300775,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$248304.51,06/26/2009,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO300770,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$162303.49,06/26/2009,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO300830,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$3000.00,06/26/2009,"KOFAX, INC.",15211 LAGUNA CANYON ROAD  ; IRVINE  ; CA  ; 92618-3603,IRVINE  ,CA
PO300755,DC PUBLIC LIBRARY,"BINS, CABINETS, AND SHELVES, METAL (NOT OFFICE TYPE) 08",$8745.45,06/26/2009,BRODART CO,500 ARCH STREET  ; WILLIAMSPORT  ; PA  ; 17705,WILLIAMSPORT  ,PA
PO300837,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$18744.00,06/26/2009,"HI-TECH SOLUTION, INC.","1300 PENNSYLANIA AVE, NW                           SUITE 700  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO300229,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MEMBERSHIP DUES 48,$6000.00,06/26/2009,AVID CENTER,5120 SHOREHAM PLACE                                SUITE 120  ; DAN DIEGO  ; CA  ; 92122,DAN DIEGO  ,CA
PO300848,DEPARTMENT OF HEALTH,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$3993.72,06/26/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO300767,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, SIDEWALK AND DRIVEWAY (INCLUDES PEDESTRIAN AND HANDICAP RAMPS) 47",$259043.16,06/26/2009,KCI ASSOCIATES OF DC,122 C STREET NW SUITE 820  ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO300821,UNIVERSITY OF DISTRICT OF COLUMBIA,"INTERPRETER SERVICES (FOREIGN LANGUAGE, HEARING IMPAIRED, ETC.) 46",$3844.00,06/26/2009,SIGN LANGUAGE USA,6525 BYRNES DR. PO BOX 1246  ; MCLEAN  ; VA  ; 22101,MCLEAN  ,VA
PO300828,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TESTING SERVICES 83,$14753.00,06/26/2009,INTERNATIONAL BACCALAUREATE,475 RIVERSIDE DRIVE                                SUITE 1600  ; NEW YORK  ; NY  ; 10115,NEW YORK  ,NY
PO300852,DEPARTMENT OF PUBLIC WORKS,"ENGINES AND MOTORS, INDUSTRIAL, MAINTENANCE AND REPAIR 41",$50000.00,06/26/2009,"MIDDLETON &  MEADS COMPANY, IN",1900 S HANOVER STREET  ; BALTIMORE  ; MD  ; 21230,BALTIMORE  ,MD
PO300759,DEPARTMENT OF PARKS AND RECREATION,RESTORATION/RECLAMATION SERVICES OF LAND AND OTHER PROPERTIES 73,$400000.00,06/26/2009,D.C WATER AND SEWER AUTHORITY,"5000 OVERLOOK AVE, SW                              4TH FL-CHIEF FINANCIAL OFFICE  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO300888,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SOFTWARE, COMPUTER, RENTAL OR LEASE 74",$3591.00,06/27/2009,SIGNATURE TECHNOLOGY SOLUTIONS,1875 I ST NW FIFTH FLOOR  ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO300890,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",$4000.00,06/27/2009,MAINOR'S BUS SERVICE,143 KENNEDY STREET NW                              SUITE 16  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO300885,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,$330500.00,06/27/2009,FORSETI TECHNOLOGIES,"1750 TYSONS BLVD, 4TH FLOOR  ; MCLEAN  ; VA  ; 22102",MCLEAN  ,VA
PO279475-V4,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TUTORING 80,$95000.00,06/27/2009,"WELLNESS, INC.",517-A 59TH STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO300891,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$43000.00,06/27/2009,DAVID A. STEWART,2429 LOCUST STREET #506   ; PHILADELPHIA  ; PA  ; 19103-,PHILADELPHIA  ,PA
PO299703-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CAFETERIA, FOOD SERVICE, AND KITCHEN EQUIPMENT RENTAL OR LEASE 25",$14414.00,06/27/2009,GALLAUDET UNIVERSITY,"800 FLORIDA AVENUE, N.E.  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO272275-V2,DEPARTMENT OF MENTAL HEALTH,"ADMINISTRATION SERVICES, HEALTH 07",$86265.00,06/29/2009,DAMION M. BRIGGS,14702 TURNER WOOTTON PARKWAY  ; UPPER MARLBORO  ; MD  ; 20774,UPPER MARLBORO  ,MD
PO300932,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DESK ACCESSORIES: ALPHABETIZERS, CASH BOXES, DESK FILES, FILE CARD CABINETS, LETTER SORTERS, MESSAGE RACKS, ETC. 33",$4020.31,06/29/2009,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO300991,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$9510.03,06/29/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO300934,OFFICE OF ADMINISTRATIVE HEARINGS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,06/29/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO300992,STATE SUPERINTENDENT OF EDUCATION (OSSE),APPLICATIONS SOFTWARE (FOR MAIN FRAME SYSTEMS) 04,$15844.00,06/29/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO279504-V2,DC PUBLIC LIBRARY,"DISPLAY CABINETS, CASES, FILES, RACKS, STANDS, ETC. 43",$42375.00,06/29/2009,SPACESAVER STORAGE SYSTEMS,10800 CONNECTICUT AVENUE  ; KENSINGTON  ; MD  ; 20895,KENSINGTON  ,MD
PO300931,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,REAL ESTATE MANAGEMENT SERVICES 83,$12600.00,06/29/2009,MARC PARC PARKING,1233 20TH STREET NW                                STE 104  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO300944,DEPARTMENT OF PARKS AND RECREATION,"GAMES: ADVENTURE, BOARD, PUZZLES, STRATEGY, ETC.(SEE 037-84; 208-47; 785-53; AND 805-51 FOR OTHER TYPE GAMES) 48",$2747.50,06/29/2009,"REALITY UNLIMITED, INC.",2004 SHEPHERD ST. N.E.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO280992-V4,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3577.00,06/29/2009,WENDT CENTER FOR LOSS & HEAL.,4201 CONNECTICUT AVENUE NW                         SUITE 300  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
PO300947,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$42179.80,06/29/2009,HESS CONSTRUCTION CO. INC.,804 WEST DIAMOND AVENUE                            SUITE 300  ; GAITHERSBURG  ; MD  ; 20878,GAITHERSBURG  ,MD
PO300946,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$278979.00,06/29/2009,HESS CONSTRUCTION CO. INC.,804 WEST DIAMOND AVENUE                            SUITE 300  ; GAITHERSBURG  ; MD  ; 20878,GAITHERSBURG  ,MD
PO300945,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$7550.00,06/29/2009,NATIONAL HOUSING CORPORATION,820 H STREET N.E.   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO299436-V2,DC OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$3265.00,06/29/2009,UTLEY TRANSPORTATION SERVICE,"UTLEY'S TRANSPORTATION SERVICE 104 IRVINGTON STREET, SW  ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO300894,DEPARTMENT OF TRANSPORTATION,MISCELLANEOUS PRODUCTS 00,$4337.54,06/29/2009,GELBERG SIGNS,"6511 CHILLUM PLACE, N.W.  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO272316-V3,DEPART OF YOUTH REHABILITATION SERVICES,EDUCATIONAL SERVICES 00,$2602879.67,06/29/2009,SEE FOREVER FOUNDATION,1851 9TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO296586-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"CONVEYING SYSTEMS: ELEVATORS, LIFTS, ETC. 34",$75000.00,06/29/2009,AREA ACCESS,7131 GATEWAY COURT  ; MANASSAS  ; VA  ; 20109,MANASSAS  ,VA
PO273180-V2,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$388072.50,06/29/2009,GREEN DOOR INC,900 2ND STREET NE                                  SUITE 221  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO300943,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,AUDIO/VIDEO EQUIPMENT AND ACCESSORY RENTAL OR LEASE 12,$5515.00,06/29/2009,THE WINN GROUP INC.,1300 PENN. AVE NW SUITE 700  ; WASHINGTON  ; DC  ; 20004-,WASHINGTON  ,DC
PO300950,HOMELAND SECURITY GRANTS,IN-SERVICE TRAINING (FOR EMPLOYEES) 35,$19350.00,06/29/2009,TOPLINE INCORPORATED,"1629 K STREET, N.W., STE. 338  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO272821-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$1982484.40,06/29/2009,CARECO MENTAL HEALTH SERVICE I,8555 - 16TH STREET                                 SUITE 240  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO300959,HOMELAND SECURITY GRANTS,ANALYTICAL STUDIES AND SURVEYS (CONSULTING) 12,$156000.00,06/29/2009,BLUEFORCE LLC,;    ;    ;,,
PO300895,OFFICE OF TENANT ADVOCATE,"ROOM RENTAL FOR CONFERENCES, SEMINARS, ETC. 65",$23780.00,06/29/2009,GALLAUDET UNIVERSITY,"800 FLORIDA AVENUE, N.E.  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO272845-V2,DEPARTMENT OF MENTAL HEALTH,"INSTALLATION OF COMPUTERS, PERIPHERALS, AND RELATED EQUIPMENT (INCLUDING SOFTWARE) 31",$2715702.15,06/29/2009,LIFE STRIDE INC,3005 BLADENSBURG ROAD NE. LOWER LEVEL  ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO300952,DEPARTMENT OF HEALTH,"PLASTIC WARE: BOTTLES; PRESCRIPTION AND NURSING; CUPS, MEDICINE; JARS, OINTMENT AND DRESSING; VIALS, MEDICINE; SPECIMEN, SICKNESS BAGS, ETC. 70",$6940.00,06/29/2009,MEDICAL SUPPLY SYSTEMS INC,3182 BLADENSBURG RD. NE.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO300938,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$8000.00,06/29/2009,"ANCHOR RENAISSANCE INSTITIUTE,",5730 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO300948,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$8000.00,06/29/2009,TONI THOMAS ASSOCIATES INC,1920 MLK JR AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO300937,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$7000.00,06/29/2009,RIZEUP TECHNOLOGY TRAINING,2905 HALIFAX STREET  ; WALDORF  ; MD  ; 20603,WALDORF  ,MD
PO300957,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$28976.63,06/29/2009,PRECISION SYSTEMS INC,"2713 NEWLANDS STREET, NW   ; WASHINGTON  ; DC  ; 20015-",WASHINGTON  ,DC
PO296346-V2,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$6970.00,06/29/2009,PRECISION SYSTEMS INC,"2713 NEWLANDS STREET, NW   ; WASHINGTON  ; DC  ; 20015-",WASHINGTON  ,DC
PO288980-V2,DEPARTMENT OF CORRECTIONS,"CONSTRUCTION SERVICES, GENERAL 00",$42224.40,06/29/2009,"GODDARD, INC.",26769 W. TIN TOP SCHOOL RD.  ; MECHANICSVILLE  ; MD  ; 20659,MECHANICSVILLE  ,MD
PO292440-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$9766.81,06/29/2009,ROMANOV GROUP LLC,1916 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO300994,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$41544.24,06/29/2009,"UC4 SOFTWARE, INC.",2475 14OTH AVENUE   ; BELLEVUE   ; WA  ; 98005-,BELLEVUE   ,WA
PO276477-V3,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$1915056.00,06/29/2009,NORTHERN VIRGINIA REGIONAL COM,3060 WILLIAMS DRIVE                                SUITE 510  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO300940,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$3200.00,06/29/2009,PARALEGAL INST OF WASH DC,"4931 MASSACHUSETTS AVENUE, NW                      BUSINESS OFFICE  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO300936,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$6150.00,06/29/2009,HEAVY EQUIPMENT TRNG ACADEMY,"2412 MINNESOTA AVENUE, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO300897,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$7970.00,06/29/2009,TECHNICAL LEARNING CENTER,1001 CONNECTICUT AVE NW                            SUITE 435  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO300930,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$5000.00,06/29/2009,NUTRITION INC,2600 BRAN PLACE SE PO BOX 30985  ; WASHINGTON  ; DC  ; 20030-0020,WASHINGTON  ,DC
PO288412-V2,OFFICE OF THE CHIEF FINANCIAL OFFICER,"COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL/TRAINING 16",$2790.00,06/29/2009,LEARNING TREE INTERNATIONAL,6053 WEST CENTRY BLVD                              SUITE 200  ; LOS ANGELES  ; CA  ; 31193,LOS ANGELES  ,CA
PO288144-V2,OFFICE OF THE CHIEF FINANCIAL OFFICER,"COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL/TRAINING 16",$2790.00,06/29/2009,LEARNING TREE INTERNATIONAL,6053 WEST CENTRY BLVD                              SUITE 200  ; LOS ANGELES  ; CA  ; 31193,LOS ANGELES  ,CA
PO300955,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$209578.24,06/29/2009,"KRUEGER INTERNATIONAL, INC.","1330 BELLEVUE STREET  ; GREEN BAY,  ; WI  ; 54302","GREEN BAY,  ",WI
PO272273-V2,DEPARTMENT OF MENTAL HEALTH,RECORDS MANAGEMENT SERVICES 82,$9800.00,06/29/2009,IRON MOUNTAIN,1000 CAMPUS DRIVE  ; COLLEGEVILLE  ; PA  ; 19426,COLLEGEVILLE  ,PA
PO301010,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,"WARD 7 ARTS COLLABORATIVE, INC","4645 NANNIE HELEN BURROUGHS                        AVENUE, NE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO301076,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$116825.94,06/30/2009,"KRUEGER INTERNATIONAL, INC.","1330 BELLEVUE STREET  ; GREEN BAY,  ; WI  ; 54302","GREEN BAY,  ",WI
PO301087,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$357000.00,06/30/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO301026,SPECIAL EDUCATION TRANSPORTATION,TOKENS 88,$9100.00,06/30/2009,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO300999,FIRE AND EMERGENCY MEDICAL SERVICES,"BONDS, NOTARY 24",$2662.31,06/30/2009,CAPITOL TECHNOLOGY SERVICES,3703 BENNING ROAD NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO301097,DEPARTMENT OF CORRECTIONS,"RIBBONS, RE-INKING 74",$7736.85,06/30/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO301089,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"COMPUTER SYSTEMS, DIGITAL 25",$7222.49,06/30/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO301074,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"DRIVES, HARD/FIXED DISK 35",$14144.65,06/30/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO301112,UNIVERSITY OF DISTRICT OF COLUMBIA,"COMPUTERS, PARTS AND SUPPLIES 29",$3277.77,06/30/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO301073,UNIVERSITY OF DISTRICT OF COLUMBIA,MAILING EQUIPMENT INCLUDING POSTAGE METER RENTAL OR LEASE 54,$4764.00,06/30/2009,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO301063,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,CONSTRUCTION MANAGEMENT SERVICES 26,$15000.00,06/30/2009,FORT LINCOLN NEW TOWN CORP,"3298 FORT LINCOLN DRIVE, NE                        3005 BLADENSBURG ROAD, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO301062,DC PUBLIC LIBRARY,REGISTRATION FEES 64,$6090.00,06/30/2009,"ASM EDUCATIONAL CENTER, INC",11200 ROCKVILLE PIKE SUITE 220  ; ROCKVILLE  ; MD  ; 20852-0852,ROCKVILLE  ,MD
PO301025,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$29000.00,06/30/2009,ACS STATE & LOCAL SOLUTIONS,240 PRINCETON AVENUE                               SUITE 101  ; HAMILTON  ; NJ  ; 08619,HAMILTON  ,NJ
PO301018,DEPARTMENT OF HEALTH,DIAGNOSTIC REAGENTS AND SUPPLIES (FOR AUTOMATED CHEMISTRY) 36,$6570.88,06/30/2009,"BIOLOG, INC.",21124 CABOT BLVD  ; HAYWARD  ; CA  ; 94545,HAYWARD  ,CA
PO301004,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,SAMARI CORP,1100 FLORIDA AVE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO301012,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,COALITI FOR ECONOMIC EMPOWERMT,"1250 4TH ST, SW                                    814W  ; WASHINGTON  ; DC  ; 20024",WASHINGTON  ,DC
PO301075,STATE SUPERINTENDENT OF EDUCATION (OSSE),INVENTORY MANAGEMENT 56,$5274.87,06/30/2009,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO301061,HOMELAND SECURITY GRANTS,"CAMERAS, STILL, SPECIALIZED (INCLUDING COMPLETE SYSTEMS FOR MEDICAL AND DENTAL PHOTOGRAPHY, PHOTOMICROGRAPHY, ETC.) 39",$13973.76,06/30/2009,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO275922-V3,DEPARTMENT OF HEALTH,HUMAN SERVICES 00,$75228.03,06/30/2009,LATIN AMERICAN YOUTH CENTER,1419 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO300997,CHILD AND FAMILY SERVICES AGENCY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3000.00,06/30/2009,MAXWELL C. MANNING,719 LENSTROM FRIEND COURT  ; CATONSVILLE  ; MD  ; 21228,CATONSVILLE  ,MD
PO301086,HOMELAND SECURITY GRANTS,"VIDEO CAMERA RECORDERS, DIGITAL TYPE 67",$11100.00,06/30/2009,REMINGTON-ELSAG LLC,205-H CREEK RIDGE ROAD   ; GREENSBORO  ; NC  ; 27406-,GREENSBORO  ,NC
PO301003,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,SECURING ADOLESCENTS & FAMILIE,5027 CENTRAL AVE SE  ; WASHINGTON  ; DC  ; 22019,WASHINGTON  ,DC
PO301015,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$19000.00,06/30/2009,WEDDED BLISS FOUNDATION,236 MASSACHUSETTS AVE NE #508  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO301090,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$270735.38,06/30/2009,ARIBA INCORPORATED,807 11TH AVENUE                                    M/S2.2.436  ; SUNNYVALE  ; CA  ; 94089,SUNNYVALE  ,CA
PO301006,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,TALENT EDUCATION ARTS AND MENT,409 RITTENHOUSE ST NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO301104,OFF PUBLIC ED FACILITIES MODERNIZATION,"MAGNETIC EQUIPMENT: DEMAGNETIZERS, ELECTROMAGNETS, FLUXMETERS, GAUSSMETERS, MAGNETOMETERS, ETC. 53",$6260.00,06/30/2009,"CITY SECURITY CONSULTANTS, INC","2010 KENDALL STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO301113,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL JOURNAL SUBSCRIPTIONS 60,$7517.50,06/30/2009,OCLC ONLINE/AKA OCLA EASTERN,11 DUPONT CIRCLE  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO301114,UNIVERSITY OF DISTRICT OF COLUMBIA,"DISPLAY, EXHIBIT, AND PROMOTIONAL MATERIALS 30",$4010.00,06/30/2009,"MAC MANNES, INC.",6400 GOLDSBORO RD. ST. 350   ; BETHESDA  ; MD  ; 20817-5846,BETHESDA  ,MD
PO301021,METROPOLITAN POLICE DEPARTMENT,SURVEILLANCE AND COUNTERSURVEILLANCE EQUIPMENT AND SUPPLIES 87,$28800.00,06/30/2009,"ADAPTIVE DIGITAL SYSTEMS, INC",2442 DUPONT DRIVE  ; IRVIN  ; CA  ; 92612,IRVIN  ,CA
PO301079,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$217437.66,06/30/2009,VIRCO INC.,HWY. 65 SOUTH  ; CONWAY  ; AR  ; 72032,CONWAY  ,AR
PO301002,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,06/30/2009,NOMIS YOUTH  NETWORK INC,518 10 ST NE 2FL  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
