PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO356813-V3,OFF PUBLIC ED FACILITIES MODERNIZATION,"GROUNDS MAINTENANCE: MOWING, EDGING, PLANT (NOT TREE) TRIMMING, ETC. 36",$328894.00,09/21/2011,"LORENZ LAWN AND LANDSCAPE, INC.",512 ROLAND AVENUE  ; BALTIMORE  ; MD  ; 21208,BALTIMORE  ,MD
PO360369-V2,OFFICE OF CHIEF FINANCIAL OFFICER,ACCOUNTING/AUDITING/BUDGET CONSULTING 04,$1344624.00,09/21/2011,"KPMG, LLP","2001 M STREET, N.W.   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO373591,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER INSTRUCTIONAL AIDS AND TRAINING DEVICES 32,$249930.50,09/21/2011,TECH DEPOT,6 CAMBRIDGE DRIVE  ; TRUMBULL  ; CT  ; 06611,TRUMBULL  ,CT
PO344414-V2,PUBLIC SERVICE COMMISSION,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$35000.00,09/21/2011,"LIOBMEDIA, LLC",2233 WISCONSIN AVENUE                              SUITE 315  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO373560,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$2811.65,09/21/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO373565,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER INSTRUCTIONAL AIDS AND TRAINING DEVICES 32,$12391.00,09/21/2011,LEAGUE TECHNOLOGIES,47745 LEAGUE CT.  ; STERLING  ; VA  ; 20165,STERLING  ,VA
PO373575,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$3603.20,09/21/2011,GREENWOOD PUBLISHING GROUP INC,361 HANOVER ST DBA/HEINEMANN  ; PORTSMOUTH  ; NH  ; 03801-,PORTSMOUTH  ,NH
PO373619,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$15589.65,09/21/2011,RIVERSIDE PUBLISHING,"3800 GOLF ROAD, SUITE 100   ; ROLLING MEADOWS  ; IL  ; 60008-4015",ROLLING MEADOWS  ,IL
PO365972-V3,BOARD OF ELECTIONS & ETHICS,MAILING MACHINES AND EQUIPMENT MAINTENANCE AND REPAIR 52,$3036.00,09/21/2011,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO344093-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC. 03",$53800.00,09/21/2011,SCHOOLWORKS LLC,"100 CUMMINGS CENTER, STE 238C    ; BEVERLY  ; MA  ; 01915",BEVERLY  ,MA
PO373613,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$3070.00,09/21/2011,"JAXCO INDUSTRIES, INC",321 ANDERSON ROAD  ; WALTERBORO  ; SC  ; 29488,WALTERBORO  ,SC
PO373615,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MAGAZINE SUBSCRIPTIONS 40,$3300.00,09/21/2011,"ABC-CLIO, LLC",130 CREMONA DRIVE  ; SANTA BARBARA  ; CA  ; 93116,SANTA BARBARA  ,CA
PO373610,HOMELAND SECURITY GRANTS,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$29748.40,09/21/2011,"THE CENTECH GROUP, INC.","6402 ARLINGTON BLVD, 10TH FL.  ; FALLS CHURCH  ; VA  ; 22042",FALLS CHURCH  ,VA
PO373513,DEPARTMENT OF HEALTH CARE FINANCE,HEALTH CARE MANAGEMENT SERVICES (INCLUDING MANAGED CARE SERVICES) 56,$3929.11,09/21/2011,"INGENIX, INC.","9900 BREN ROAD EAST,  ; MINNETONKA  ; MN  ; 55343-5343",MINNETONKA  ,MN
PO373590,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3750.00,09/21/2011,PAUL EDWARD PHRAMPUS,7059 BENNINGTON WOODS DRIVE  ; PITTSBURGH  ; PA  ; 15237,PITTSBURGH  ,PA
PO373645,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$100000.00,09/21/2011,STRUCTURAL PRESERVATION SYSTEM,"7455 NEW RIDGE ROAD, SUITE T  ; HANOVER   ; MD  ; 21076",HANOVER   ,MD
PO373588,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SOFTWARE MAINTENANCE/SUPPORT 45,$6495.00,09/21/2011,IMAGE TAG INC,7201 W OAKLAND STREET SUITE 2  ; CHANDLER  ; AZ  ; 85226-,CHANDLER  ,AZ
PO345425-V5,OFF PUBLIC ED FACILITIES MODERNIZATION,"FIRE PROTECTION EQUIPMENT AND SYSTEMS INCLUDING FIRE HYDRANTS, FIRE SPRINKLER SYSTEMS, SMOKE DETECTORS, JAWS OF LIFE, FIRE PROTECTION MATERIAL TREATMENT, ETC. MAINTENANCE AND REPAIR 33",$4260.00,09/21/2011,DC FIRE PROTECTION CO.,SAMUEL D. JONES                                    1919 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO340467-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$410646.00,09/21/2011,ABDO DAVIS JOINT VENTURE,1404 14TH STREET NW  2ND FLOOR  ; WASHINGTON   ; DC  ; 20005,WASHINGTON   ,DC
PO363669-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,ALARM SERVICES 05,$3090.00,09/21/2011,"TOUCH MEDIA SYSTEMS, LLC",343 CEDAR STREET NW   ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO373503,OFFICE OF ADMINISTRATIVE HEARINGS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$8000.00,09/21/2011,ERNESTO LUNA,"7611 MAPLE AVENUE, APT. 701  ; TAKOMA PARK  ; MD  ; 20912",TAKOMA PARK  ,MD
PO373620,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 9TH THRU 12TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 87,$5584.69,09/21/2011,PCI EDUCATIONAL PUBLISHING,"2800 NE LOOP 410, SUITE 105  ; SAN ANTONIO  ; TX  ; 78218",SAN ANTONIO  ,TX
PO373595,DEPARTMENT OF PUBLIC WORKS,CONFERENCE COORDINATING AND PLANNING SERVICES 23,$10425.00,09/21/2011,NATIONAL FORUM FOR BLACK PUBLI,777 NORTH CAPITOL STREET NE                        SUITE 807  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO373512,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$6000.00,09/21/2011,TUMBLEWEED PRESS INC.,1853A AVENUE ROAD SUITE 4  ; TORONTO  ; ON  ; MSM-374,TORONTO  ,ON
PO373606,OFFICE OF THE D.C. AUDITOR,MEMBERSHIP DUES 48,$3500.00,09/21/2011,NATIONAL ASSOCIATION OF STATE,449 LEWIS HARGETT CIRCLE SUITE 290  ; LEXINGTON  ; KY  ; 40503-,LEXINGTON  ,KY
PO333471-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$24999.00,09/21/2011,BIGGER FASTER STRONGER INC,843 WEST 2400 SOUTH  ; SALT LAKE CITY  ; UT  ; 84119,SALT LAKE CITY  ,UT
PO373564,DC PUBLIC LIBRARY,"NETWORKING SERVICES (INCLUDING INSTALLATION, SECURITY, AND MAINTENANCE ) 37",$50365.00,09/21/2011,"THE TRIAGE GROUP, LLC","700 12TH STREET, NW                                SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO373586,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$39999.99,09/21/2011,POTOMAC CONSTRUCTION COMPANY,4811 FROLICH LANE  ; HYATTSVILLE  ; MD  ; 20781,HYATTSVILLE  ,MD
PO373557,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"CONSTRUCTION, TENNIS/SPORTS COURT 35",$87239.74,09/21/2011,"COMPASS SOLUTIONS, LLC",1101 PENNSYLVANIA AVE NW                           SUITE 600  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO373516,DEPARTMENT OF PARKS AND RECREATION,"NONSLIP FLOOR COVERINGS: MATS, ROLLS, STRIPS, ETC. 28",$29190.00,09/21/2011,ALL RECREATION OF VIRGINIA,20609 GORDON PARK SQ                               #190  ; ASHBURN  ; VA  ; 20147,ASHBURN  ,VA
PO342881-V6,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$1102826.00,09/21/2011,COMMUNITY BRIDGE INC,ONE SCOTT CIRCLE NW                                SUITE 820  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO373517,DEPARTMENT OF PARKS AND RECREATION,"CONSTRUCTION, SWIMMING POOL 33",$8400.00,09/21/2011,"MILLENNIUM POOL AND SPA, LLC",8927 LAKE BRADDOCK DR  ; BURKE  ; VA  ; 22015,BURKE  ,VA
PO373553,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"RECYCLED TANKS, ACCESSORIES AND SUPPLIES 95",$2674.81,09/21/2011,PREMIER OFFICE & MEDICAL SUPPL,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO364316,DC PUBLIC LIBRARY,EDUCATION AND TRAINING CONSULTING 38,$11250.00,09/21/2011,DC CHILDREN YOUTH INVESTMENT,1400 16TH STREET NW SUITE 500  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO373608,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$41838.00,09/21/2011,EPLUS TECHNOLOGY DBA INTERNATI,13595 DULLES TECHNOLOGY DRIVE  ; HERNDON  ; VA  ; 20170,HERNDON  ,VA
PO373518,FIRE AND EMERGENCY MEDICAL SERVICES,"TRAINING EQUIPMENT AND SUPPLIES, FIRE AND SAFETY 87",$32756.72,09/21/2011,DISTRICT OFFICE AND COMPUTER,"1818 NEW YORK AVENUE NE, 208C   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO373594,FIRE AND EMERGENCY MEDICAL SERVICES,AMBULANCES AND RESCUE VEHICLES 03,$60271.28,09/21/2011,WASHINGTON MARINA COMPANY,1300 MAINE AVE SW  ; WASHINGTON  ; DC  ; 20024,WASHINGTON  ,DC
PO356366-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$72000.00,09/21/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO356017-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$123000.00,09/21/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO373559,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROPHONES AND RELATED EQUIPMENT (WIRELESS SYSTEMS): CHESTSETS, EARPHONES, HANDSETS, HEADPHONES, ETC. 40",$10634.00,09/21/2011,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO373605,DEPARTMENT OF HEALTH,MEDICAL AND LABORATORY SERVICES (NON-PHYSICIAN) 55,$11000.00,09/21/2011,QUEST DIAGNOSTICS NICHOLS INS,14225 NEWBROOK DRIVE                               DBA QUEST DIAGNOSTICS  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO373567,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4949.86,09/21/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO345421-V5,OFF PUBLIC ED FACILITIES MODERNIZATION,"ELECTRICAL EQUIPMENT (EXCEPT CABLE AND WIRES, AND LIGHTING FIXTURES) MAINTENANCE AND REPAIR 25",$10172.00,09/21/2011,"CITY GENERAL, INC.","2010 KENDALL STREET, N.E.   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO345427-V5,OFF PUBLIC ED FACILITIES MODERNIZATION,"MAINTENANCE AND REPAIR, SWIMMING POOL (INCLUDES WATER TREATMENT) 63",$8261.00,09/21/2011,"MARYLAND ELEVATOR SERVICES, IN",2147 PRIEST BRIDGE DRIVE                           SUITE 18  ; CROFTON  ; MD  ; 21114,CROFTON  ,MD
PO253515-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,"GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION - ENGINEERING 44",$10870.00,09/21/2011,"J-DOS INTERNATIONAL, INC.",7826 EASTERN AVENUE NW                             SUITE 400  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO373597,DEPARTMENT OF PUBLIC WORKS,WASTE RECEPTACLES AND DUST PANS 94,$4999.19,09/21/2011,VICTOR STANLEY INC,PO DRAWER 330 BRICKHOUSE RD  ; DUNKIRK  ; MD  ; 20754,DUNKIRK  ,MD
PO373617,DEPART OF YOUTH REHABILITATION SERVICES,"RECYCLED PAINTS, LACQUERS, SHELLACS, VARNISH, PRIMERS, COATINGS, SEALERS, ETC. 79",$4302.72,09/21/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO362642-V2,DC PUBLIC LIBRARY,"DOOR AUTOMATIC OPERATOR INSTALLATION, MAINTENANCE AND REPAIR 23",$275500.00,09/21/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO367126-V2,HOMELAND SECURITY GRANTS,INVESTIGATIVE SERVICES 52,$106628.00,09/21/2011,REED ELSEVIER INCORPORATED,225 WYMAN STREET  ; WYMAN  ; MA  ; 02451,WYMAN  ,MA
PO373570,DEPARTMENT OF PARKS AND RECREATION,"BRICKS, COMMON 08",$2750.00,09/21/2011,SMITH & SONS,1801 CLYDESDALE PLACE NW SUITE 710  ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO373539,DC PUBLIC LIBRARY,"PAPER AND PLATES, PHOTOGRAPHIC 71",$5507.20,09/21/2011,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO373612,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$5826.70,09/21/2011,PRO-TYPISTS INC,"3235 P STREET, N.W.   ; WASHINGTON  ; DC  ; 20007-2885",WASHINGTON  ,DC
PO369830-V2,DEPARTMENT OF MOTOR VEHICLES,TRANSCRIPTION SERVICES: LEGAL AND MEDICAL 72,$9966.80,09/21/2011,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO348886-V3,FIRE AND EMERGENCY MEDICAL SERVICES,"BRAKES, REPAIRS, AND REPLACEMENTS (NOT ELECTRIC CONTROLLER) 21",$85000.00,09/21/2011,JMJ INC,3908 PENNSYLVANIA AVENUE SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO373569,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$8690.60,09/21/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO373602,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$23968.26,09/21/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO373558,CITY ADMINISTRATOR / DEPUTY MAYOR,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$44083.92,09/21/2011,MCKISSACK & MCKISSACK OF WASH,1401 NEW YORK AVENUE SUITE 900  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO373614,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$2888.67,09/21/2011,THE BOOKSOURCE INC,1230 MACKLIND AVE  ; ST. LOUIS  ; MO  ; 63110,ST. LOUIS  ,MO
PO373549,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TOKENS 88,$4890.00,09/21/2011,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO364614-V2,BOARD OF ELECTIONS & ETHICS,"CARD PRINTING: TAB, POST, FORM, ETC. 11",$9995.81,09/21/2011,THOMAS E. HENDERSON DBA LT PRINTING AND PROMOTION,L/T PRINTING COMPANY                               9 GRANT CIRCLE NW.  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO361917-V2,DEPARTMENT OF PUBLIC WORKS,RESTORATION/RECLAMATION SERVICES OF LAND AND OTHER PROPERTIES 73,$19017.00,09/21/2011,"APEX ENVIRONMENTAL, INC.",15850 CRABBS BRANCH WAY SUITE 200  ; ROCKVILLE  ; MD  ; 20855-2610,ROCKVILLE  ,MD
PO373571,DEPARTMENT OF HUMAN SERVICES,"SCANNERS, DOCUMENT: HANDHELD, DESKTOP AND HIGH VOLUME 88",$175390.75,09/21/2011,OPEX  CORPORATION,305 COMMERCE DRIVE  ; MOORESTOWN  ; NJ  ; 08057,MOORESTOWN  ,NJ
PO346564-V3,DEPARTMENT OF EMPLOYMENT SERVICES,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$578182.00,09/21/2011,ON POINT TECHNOLOGY INC,1515 W. 22ND STREET SUITE 900  ; OAK BROOK  ; IL  ; 60523-,OAK BROOK  ,IL
PO361106-V2,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,$289091.00,09/21/2011,ON POINT TECHNOLOGY INC,1515 W. 22ND STREET SUITE 900  ; OAK BROOK  ; IL  ; 60523-,OAK BROOK  ,IL
PO373616,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$8540.00,09/21/2011,"ALVAH M. SUIBB COMPANY, INC",637 LONG RUN ROAD  ; MCREESPORT  ; PA  ; 15134,MCREESPORT  ,PA
PO373589,DEPARTMENT OF CORRECTIONS,"BEDS AND MATTRESSES, HOSPITAL SPECIALIZED: AIR BEDS, INTENSIVE CARE, ORTHOPEDIC, WATERBEDS, ETC. 03",$13691.00,09/21/2011,"HUMANE RESTRAINT CO., INC.",912 BETHEL CIRCLE   ; WAUNAKEE  ; WI  ; 53597-,WAUNAKEE  ,WI
PO373623,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$20158.91,09/21/2011,SCHOOL SPECIALTY,W 6316 DESIGN DRIVE   ; GREENVILLE  ; WI  ; 54942-,GREENVILLE  ,WI
PO373584,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$4968.16,09/21/2011,SCHOOL SPECIALTY,W 6316 DESIGN DRIVE   ; GREENVILLE  ; WI  ; 54942-,GREENVILLE  ,WI
PO315962-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$3554.50,09/21/2011,FANNING HOWEY ASSOC.,210 N. LEE ST.  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO302452-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$5702.76,09/21/2011,FANNING HOWEY ASSOC.,210 N. LEE ST.  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO289890-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$23491.40,09/21/2011,FANNING HOWEY ASSOC.,210 N. LEE ST.  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO373577,DC PUBLIC LIBRARY,PROJECT MANAGEMENT SERVICES 77,$12000.00,09/21/2011,"MCN BUILD, LLC",3143 N STREET NW  ; WASHINGTON  ; DC  ; 20007-0007,WASHINGTON  ,DC
PO373587,HOMELAND SECURITY/EMERGENCY MANAGEMENT,AUDIO VISUAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 11,$737077.30,09/21/2011,IMTECH CORPORATION,TWO STEWART COURT  ; DENVILLE  ; NJ  ; 07834,DENVILLE  ,NJ
PO351750-V2,DEPARTMENT OF PUBLIC WORKS,"MAINTENANCE AND REPAIR, WATER SYSTEM, MAIN AND SERVICE LINE 92",$19822.08,09/21/2011,CLEAN VENTURE INCORPORATED,2031 INVERNESS AVENUE  ; BALTIMORE  ; MD  ; 21230,BALTIMORE  ,MD
PO350184-V2,MUNICIPAL FACILITIES: NON-CAPITAL,FUEL MANAGEMENT SERVICES 50,$177831.78,09/21/2011,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO373740,OFFICE OF ADMINISTRATIVE HEARINGS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$10000.00,09/22/2011,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO373725,OFFICE OF ADMINISTRATIVE HEARINGS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$20000.00,09/22/2011,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO357758-V2,COUNCIL OF THE DISTRICT OF COLUMBIA,MAILING MACHINES AND EQUIPMENT MAINTENANCE AND REPAIR 52,$4281.84,09/22/2011,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO373718,FIRE AND EMERGENCY MEDICAL SERVICES,PAVEMENT TESTING AND DATA COLLECTION EQUIPMENT 49,$16885.00,09/22/2011,DRAEGER SAFETY INC,101 TECHNOLOGY DRIVE  ; PITTSBURGH  ; PA  ; 15275,PITTSBURGH  ,PA
PO373743,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 9TH THRU 12TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 87,$4436.25,09/22/2011,HOUGHTON MIFFLIN CO INC,222 BERKELEY STREET  ; BOSTON  ; MA  ; 02116,BOSTON  ,MA
PO373657,DEPT. OF HOUSING AND COMM. DEVELOPMENT,HOUSING CONSULTING 63,$5000.00,09/22/2011,"STEVEN WINTER ASSOCIATES, INC.",50 WASHINGTON STREET  ; NORWALK  ; CT  ; 06854-6854,NORWALK  ,CT
PO350517-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TUTORING 80,$16575.00,09/22/2011,"IMAGINE LEARNING, INC.",191 RIVER PARK DRIVE   ; PROVO  ; UT  ; 84604-,PROVO  ,UT
PO373706,DEPT OF SMALL & LOCAL BUSINESS DEVELOPMT,INDUSTRIAL DEVELOPMENT AND PLANNING SERVICES 44,$23194.45,09/22/2011,MOUNT VERNON TRIANGEL BUSINESS,1250 H STREET NW                                   #1000  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO373719,FIRE AND EMERGENCY MEDICAL SERVICES,"TRAINING EQUIPMENT AND SUPPLIES, FIRE AND SAFETY 87",$4978.00,09/22/2011,GYM SOURCE - ROCKVILLE,40 EAST 52ND STREET  ; NEW YORK  ; NY  ; 10022,NEW YORK  ,NY
PO373721,FIRE AND EMERGENCY MEDICAL SERVICES,RESCUE AND SEARCH TEAM SERVICES 75,$3599.94,09/22/2011,PARAMEDICAL PERSONNEL OF MD.,"343 GRANERY ROAD, STE. D   ; FOREST HILL  ; MD  ; 21050-",FOREST HILL  ,MD
PO373655,DEPT OF SMALL & LOCAL BUSINESS DEVELOPMT,INDUSTRIAL DEVELOPMENT AND PLANNING SERVICES 44,$50000.00,09/22/2011,CAREER PATH DC,"1920 T STREET, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO373712,DEPARTMENT OF MENTAL HEALTH,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$4950.00,09/22/2011,THEODORE H. POISTEL,465 GUNSTON HALL DRIVE  ; ALPHARETTA  ; GA  ; 30004,ALPHARETTA  ,GA
PO373692,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$5460.65,09/22/2011,SUPREME HEALTHCARE SERVICES LL,4611 CLAY STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO373732,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$3000.00,09/22/2011,"INNOVATIONS FOR LEARNING, INC",649 MICHIGAN AVE  ; EVANSTON  ; IL  ; 60202,EVANSTON  ,IL
PO367289-V3,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$114646.00,09/22/2011,"ANTEA USA, INC",5910 RICE CREEK PARKWAY SUITE 100  ; SHOREVIEW  ; MN  ; 55126,SHOREVIEW  ,MN
