PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO319479,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$6700.00,01/04/2010,KET ENTERPRISE DIVISION,560 COOPER DRIVE  ; LEXINGTON  ; KY  ; 40502-2200,LEXINGTON  ,KY
PO310166-V2,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$1636166.95,08/05/2010,ANCHOR MENTAL HEALTH ASSN. INC,1001 LAWRENCE STREET  NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO336739,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$200000.00,08/05/2010,IIU CONSULTING INSTITUTE INC,3715 MARTIN LUTHER KING JR AVE SE   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO336748,UNIVERSITY OF THE DISTRICT OF COLUMBIA,FURNITURE 46,$3799.00,08/05/2010,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO315745-V3,DEPARTMENT OF HUMAN SERVICES,PERSONAL CARE SERVICES 68,$214998.60,08/05/2010,HOME CARE PARTNERS,1234 MASSACHUSETTS AVENUE NW                       SUITE C1002  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO336672,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$90271.20,08/05/2010,LATIN AMERICAN YOUTH CENTER,1419 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO336693,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$724389.00,08/05/2010,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO336771,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$99000.00,08/05/2010,"LIGHTING MAINTENANCE, INC.",5193 RAYNOR AVENUE  ; LINTHICUM HEIGHTS  ; MD  ; 21090,LINTHICUM HEIGHTS  ,MD
PO336767,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3500.00,08/05/2010,SHAKESPEARE THEATRE,516 8TH ST. SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO336742,EQUIPMENT LEASE - CAPITAL,FLEET MANAGEMENT SERVICES 41,$288600.00,08/05/2010,"M&P ENTERPRISES, INC.",T/A ATLANTIC CYCLE & POWER 4580 CRAIN HWY  ; WHITE PLAINS  ; MD  ; 20695-,WHITE PLAINS  ,MD
PO336735,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$6000.00,08/05/2010,ARCH DEVELOPMENT CORPORATION,1227 GOOD HOPE RD. S.E.   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO336770,CHILD AND FAMILY SERVICES,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$47000.00,08/05/2010,SPRINT,4TH FLOOR                                          1200 MAIN STREET  ; KANSAS CITY  ; MO  ; 69105,KANSAS CITY  ,MO
PO336785,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$50225.00,08/05/2010,KATHRYN HOLLORAN,713 17TH STREET SE   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO325931-V2,DEPART OF YOUTH REHABILITATION SERVICES,"FENCING, METAL SLAT AND TUBULAR (INCLUDING COMPONENTS) 37",$3485.00,08/05/2010,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO336689,DC PUBLIC LIBRARY,"ARCHITECT SERVICES, PROFESSIONAL 07",$106958.00,08/05/2010,MCKISSACK & MCKISSACK OF WASH,1401 NEW YORK AVENUE SUITE 900  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO310046-V4,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$1463315.00,08/05/2010,YOUTH FOR TOMORROW - NEW LIFE,10105 LINTON HALL ROAD  ; BRISTOW  ; VA  ; 20136,BRISTOW  ,VA
PO312714-V3,DEPARTMENT OF MENTAL HEALTH,"ALARM EQUIPMENT MAINTENANCE/REPAIR (FIRE, ETC.) 09",$33750.90,08/05/2010,EMERGENCY 911 SECURITY,"4700 MINNESOTA AVE, NE   ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO333724-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$24876.64,08/05/2010,MICHAEL PAYSOUR,"1015 7TH STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO336754,METROPOLITAN POLICE DEPARTMENT,"BOOTS, LEATHER 08",$3955.00,08/05/2010,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO332128,METROPOLITAN POLICE DEPARTMENT,"BELTS, CASES, HOLSTERS, SCABBARDS, ETC. 12",$3822.00,08/05/2010,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO336769,CHILD AND FAMILY SERVICES,PRINTING AND RELATED SERVICES 00,$3700.00,08/05/2010,THOMAS E. HENDERSON DBA LT PRINTING AND PROMOTION,L/T PRINTING COMPANY                               9 GRANT CIRCLE NW.  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO336751,OFFICE OF CHIEF TECHNOLOGY OFFICER,APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS) 14,$4800.00,08/05/2010,PHIRE,8370 GREENSBORO DRIVE SUITE 812  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO315169-V2,OFFICE OF THE CHIEF MEDICAL EXAMINER,"SOIL, SOIL VAPOR, AND GROUNDWATER SAMPLING AND ANALYSIS (INCLUDING DISPOSAL) 85",$11310.00,08/05/2010,"ORCHID CELLMARK, INC.",13988 DIPLOMAT DRIVE   ; FAMERS BRANCH  ; TX  ; 75234-,FAMERS BRANCH  ,TX
PO336749,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$7915.60,08/05/2010,"SUN MANAGEMENT, INC.",2000 N. 14TH STREET SUITE 540  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO313504-V5,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$90900.00,08/05/2010,MICHAEL P. MULDERIG,FORENSIC SERVICES LTD                              5593 NEWBERRY COURT  ; WOODBRIDGE  ; VA  ; 22193,WOODBRIDGE  ,VA
PO336697,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$900000.00,08/05/2010,YES EAST POTOMAC,DBA/YES ORGANIC MARKET 2323 PENNSYLVANIA AVENUE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO336698,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$98000.00,08/05/2010,"ACCOUNTABLE ASSETS, INC.",280 PERRY ROAD  ; PERRYOPOLIS  ; PA  ; 15473,PERRYOPOLIS  ,PA
PO336764,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$12000.00,08/05/2010,"ACCOUNTABLE ASSETS, INC.",280 PERRY ROAD  ; PERRYOPOLIS  ; PA  ; 15473,PERRYOPOLIS  ,PA
PO336718,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$39500.00,08/05/2010,SMOOT CORPORATION OF WDC,5335 WISCONSIN AVE                                 SUITE 940  ; WASHINGTON  ; DC  ; 20015,WASHINGTON  ,DC
PO336694,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$18466.50,08/05/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO336815,"DEPART OF INSURANCE,SECURITIES & BANKING","RETRIEVAL SYSTEMS, COMPUTER AIDED: INDEXING, RETRIEVAL AND ACCESS SYSTEMS (CD ROM JUKEBOX, ETC.) 80",$13885.36,08/06/2010,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO336806,UNIVERSITY OF THE DISTRICT OF COLUMBIA,LABORATORY AND SCIENTIFIC EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 43,$26320.00,08/06/2010,ALPHA & OMEGA SERVICE  INC,13215 CHESTNUTOAK DR  ; GATIHERSBURG  ; MD  ; 20878,GATIHERSBURG  ,MD
PO336922,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SCHOOL BUSES, COMPLETE, CONVENTIONAL TYPE 33",$231725.00,08/06/2010,CAPITOL ENTERTAINMENT,"SERVICES, INC                                      3629 18TH STREET, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO319488-V2,OFFICE OF CHIEF FINANCIAL OFFICER,"ENVELOPES, RECYCLED PAPER 60",$5000.00,08/06/2010,BENJAMIN OFFICE SUPPLY,760 EAST GUDE DRIVE  ; ROCKVILLE  ; MD  ; 20850,ROCKVILLE  ,MD
PO336862,DEPARTMENT OF MENTAL HEALTH,"PENS (GENERAL WRITING TYPES): BALL POINT, NYLON TIP, PLASTIC TIP, ETC. 80",$6486.74,08/06/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO336917,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"WORK BENCHES, SHOP DESKS AND TABLES 96",$2968.00,08/06/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO336847,DEPARTMENT OF EMPLOYMENT SERVICES,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$36000.00,08/06/2010,"PITNEY BOWES PRESORT SVCS, INC",5295 BUFFINGTON ROAD SUITE 100 G  ; ATLANTA   ; GA  ; 30349,ATLANTA   ,GA
PO336856,METROPOLITAN POLICE DEPARTMENT,CONSTRUCTION MANAGEMENT SERVICES 26,$117390.00,08/06/2010,ATELIER ARCHITECTS,"1003 K STREET NW, #830   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO314456-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4650.00,08/06/2010,KATHLEEN THOMAS,9216 LONG BRANCH PARKWAY  ; SILVER SPRING  ; MD  ; 20901,SILVER SPRING  ,MD
PO336905,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$3941.08,08/06/2010,THE GREAT BOOKS FOUNDATION,"35 EAST WACKER DRIVE, SUITE 2300  ; CHICAGO  ; IL  ; 60601-",CHICAGO  ,IL
PO336836,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE CONSULTING 28,$5000.00,08/06/2010,NATALIE TOLSTOI,5225 POOKS HILL RD # 1517 SOUTH  ; BETHESDA  ; MD  ; 20814,BETHESDA  ,MD
PO312228-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2850.00,08/06/2010,M STANLEY KELLY,1619 JUNIPER STREET NW  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO326363-V2,DEPARTMENT OF REAL ESTATE SERVICES,"ARCHITECT SERVICES, PROFESSIONAL 07",$12000.00,08/06/2010,CMDR ASSOC,9681 MAIN STREET  SUITE 200  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO336816,DEPARTMENT OF HUMAN SERVICES,"PADS, FURNITURE, PROTECTIVE AND MOVING 62",$18500.00,08/06/2010,SEARS CONTRACT SALES,2417 REGENCY BLVD  ; AUGUSTA  ; GA  ; 30904,AUGUSTA  ,GA
PO310089-V3,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$475690.60,08/06/2010,THE SUMMIT ACADEMY,839 HERMAN ROAD                                    P O BOX 13  ; HERMAN  ; PA  ; 16039,HERMAN  ,PA
PO336920,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,DISPOSABLE CLOTHING (SEE CLASS 475 FOR HOSPITAL TYPE) 19,$5344.65,08/06/2010,IMAGEONE UNIFORMS,12274 MAHONING AVE STE 11  ; NORTH JACKSON  ; OH  ; 44451,NORTH JACKSON  ,OH
PO336782-V2,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"FURNITURE, NOT OFFICE, RENTAL OR LEASE 41",$13639.64,08/06/2010,BROOK FURNITURE RENTAL INC.,"100 FIELD DRIVE, STE.220  ; LAKE FOREST  ; IL  ; 60045",LAKE FOREST  ,IL
PO316184-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2700.00,08/06/2010,EVANGELINE EMANUEL,"5724 MORELAND STREET, NW  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO314195-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4005.00,08/06/2010,EVA M SZALAY,4612 BAYARD BOULEVARD  ; BETHSEDA  ; MD  ; 20816,BETHSEDA  ,MD
PO327999-V2,DEPARTMENT OF PARKS AND RECREATION,"STRUCTURES, SHADE, FABRIC COVERED (PATIO AREAS, PLAY AREAS, ETC.) 85",$23422.94,08/06/2010,AF DEVELOPMENT LLC,2819 12TH STREET NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO336900,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$9000.00,08/06/2010,ERIC FANNING,1418 CORCORAN STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO336846,OFFICE OF MUNICIPAL PLANNING,"OFFSET PRINTING, BOOKLETS, SADDLE STITCH BINDING (QUAN. UNDER 100,000): BOOKS ANDMAGAZINES 62",$6400.35,08/06/2010,TOUCAN PRINTING & PROMO PROD,"220 I STREET NE, SUITE 200   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO314689-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3520.00,08/06/2010,ACHIEVE TUTORING,7735 ORA COURT   ; GREENBELT  ; MD  ; 20770-,GREENBELT  ,MD
PO336807,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",$4284.00,08/06/2010,ELEMENT K PRESS LLC DBA LELMEN,500 CANAL VIEW BLVD  ; ROCHESTER  ; NY  ; 14623-2800,ROCHESTER  ,NY
PO336849,UNIVERSITY OF THE DISTRICT OF COLUMBIA,FURNITURE 46,$4455.04,08/06/2010,WRIGHT LINE LLC,160 GOLD STAR BLVD.  ; WORCESTER  ; MA  ; 01606,WORCESTER  ,MA
PO318024-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5600.00,08/06/2010,LAWRENCE E. KATZ,22 LEWIS ST  ; NEWTON  ; MA  ; 02458-1825,NEWTON  ,MA
PO325198-V3,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$245362.84,08/06/2010,MID-ATLANTIC SVCS. CORP.,1777 REISTERTOWN ROAD                              SUITE 238  ; PIKESVILLE  ; MD  ; 21208,PIKESVILLE  ,MD
PO336898,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8820.00,08/06/2010,THOMAS WHITEHEAD,1239 E STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO327929-V2,DEPART OF YOUTH REHABILITATION SERVICES,"GROUNDS MAINTENANCE: MOWING, EDGING, PLANT (NOT TREE) TRIMMING, ETC. 36",$10750.00,08/06/2010,"LORENZ LAWN AND LANDSCAPE, INC.",512 ROLAND AVENUE  ; BALTIMORE  ; MD  ; 21208,BALTIMORE  ,MD
PO310856-V3,DEPART OF YOUTH REHABILITATION SERVICES,"MILK CARTONS, PAPER AND PLASTIC (INCLUDING LINERS) 45",$51977.00,08/06/2010,"HOLDER ENTERPRISES, INC.",1949 VERMONT STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO311728-V2,DEPART OF YOUTH REHABILITATION SERVICES,"BREAD, ROLLS, ETC. (INCLUDING BROWN AND SERVE ITEMS) 15",$34500.00,08/06/2010,"HOLDER ENTERPRISES, INC.",1949 VERMONT STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO336832,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INFORMATION HIGHWAY ELECTRONIC SERVICES (INTERNET, WORLD WIDE WEB, ETC.) 51",$2646.00,08/06/2010,EDLINE LLC,361 PARK AVENUE                                    SUITE B  ; GLENCOE  ; IL  ; 60022,GLENCOE  ,IL
PO336904,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMMUNICATIONS MARKETING SERVICES 22,$5409.30,08/06/2010,EDLINE LLC,361 PARK AVENUE                                    SUITE B  ; GLENCOE  ; IL  ; 60022,GLENCOE  ,IL
PO317383-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5640.00,08/06/2010,PAUL F. ROSENBAUM,"6117 32ND PLACE, NW  ; WASHINGTON  ; DC  ; 20015-2401",WASHINGTON  ,DC
PO331086,UNIVERSITY OF THE DISTRICT OF COLUMBIA,MASS SPECTROMETERS AND ACCESSORIES 55,$184926.34,08/06/2010,"PERKINELMER LAS,INC",710 BRIDGEPORT AVENUE   ; SHELTON  ; CT  ; 06484-,SHELTON  ,CT
PO319433-V2,DEPART OF YOUTH REHABILITATION SERVICES,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$402000.00,08/06/2010,GRACE M. LOPES,OFFICE OF THE SPECIAL ARBITER 1350 CONNECTICUT AVE. NW #1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO336805,UNIVERSITY OF THE DISTRICT OF COLUMBIA,EDUCATIONAL RESEARCH SERVICES 19,$17500.00,08/06/2010,CARL ZEISS MICROIMAGING I,1 ZEISS DRIVE  ; THORNWOOD  ; NY  ; 10594,THORNWOOD  ,NY
PO336841,DEPARTMENT OF MENTAL HEALTH,"HOSPITAL WEAR, PROFESSIONAL 34",$23700.00,08/06/2010,UNIFIRST CORPORATION,6201 SHERIFF ROAD  ; LANDOVER  ; MD  ; 20785,LANDOVER  ,MD
PO336918,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$10000.00,08/06/2010,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO336919,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$10000.00,08/06/2010,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO336838,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$4334.79,08/06/2010,MCGRAW-HILL COMPANIES,1221 AVENUE OF THE AMERICAS ST   ; NEW YORK  ; NY  ; 10020-,NEW YORK  ,NY
PO336812,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"DRAWING AND PAINTING SUPPLIES: BRUSHES, CANVAS, CHALK, COLORS (ACRYLIC, OIL, WATER, ETC.), CRAYONS, PALETTES, PAPER AND PADS, STAPLES, ETC. 40",$3840.24,08/06/2010,UTRECHT ART SUPPLY COMPANY,6 CORPORATE DRIVE  ; CRANBURY  ; NJ  ; 08512,CRANBURY  ,NJ
PO336884,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$100483.44,08/06/2010,INFORMATION BUILDERS,2300 CLARENDON BOULEVARD                           SUITE 800  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO312388-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3737.00,08/06/2010,ANNE BLISS MASCOLINO,"5445 CHEVY CHASE PKWY, NW  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO336834,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SOFTWARE MAINTENANCE/SUPPORT 45,$3600.00,08/06/2010,IMAGE TAG INC,7201 W OAKLAND STREET SUITE 2  ; CHANDLER  ; AZ  ; 85226-,CHANDLER  ,AZ
PO336854,DEPARTMENT OF TRANSPORTATION,OFF-ROAD VEHICLES (TRACKED OR WHEELED) 22,$3334.10,08/06/2010,"CAPITAL SEQWAY, LLC","1350 I STREET, NW   ; WASHINGTON  ; DC  ; 20008-",WASHINGTON  ,DC
PO336923,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$18279.00,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336888,EQUIPMENT LEASE - CAPITAL,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$113367.98,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336882,DEPARTMENT OF TRANSPORTATION,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$7301.00,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336910,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$25896.00,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336902,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3400.00,08/06/2010,INNOVATIVE LEARNING CONCEPTS,6760 CORPORATE DRIVE  ; COLORADO SPRINGS  ; CO  ; 80919,COLORADO SPRINGS  ,CO
PO336874,CHILD AND FAMILY SERVICES,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$9000.00,08/06/2010,AFFILIATED COMPUTER SERVICES,2277 EAST 220TH STREET   ; LONG BEACH  ; CA  ; 90810-,LONG BEACH  ,CA
PO336914,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,NEWSPAPER AND PUBLICATION ADVERTISING 71,$4000.00,08/06/2010,WTOP RADIO,"3400 IDAHO AVENUE, NW  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO336887,HOMELAND SECURITY/EMERGENCY MANAGEMENT,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$10266.00,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336842,DEPARTMENT OF MENTAL HEALTH,"PROFESSIONAL: COMPUTER TRAINING, HOSPITAL/PHARMACY, LEGAL, ETC. 66",$4478.00,08/06/2010,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO336808,UNIVERSITY OF THE DISTRICT OF COLUMBIA,LABORATORY AND SCIENTIFIC EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 43,$28950.00,08/06/2010,BOECKELER INSTRUMENTS INC.,4650 S. BUTTERFIELD DRIVE  ; TUCSON  ; AZ  ; 85714,TUCSON  ,AZ
PO336814,HOMELAND SECURITY GRANTS,"WORKSTATIONS: SPARC, RISC, ETC. (FOR USE WITH CAD/CAM, ETC.) 96",$22877.36,08/06/2010,AUDIO VISUAL INNOVATIONS INC,"6301 BENJAMIN ROAD, SUITE 101   ; TAMPA   ; FL  ; 33634-",TAMPA   ,FL
PO336840,DEPARTMENT OF MENTAL HEALTH,"SHOES, SAFETY TOE 72",$20000.00,08/06/2010,SAF GARD SAFETY SHOE CO INC,2804 PATTERSON STREET  ; GREENSBORO  ; NC  ; 27407,GREENSBORO  ,NC
PO336828,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PHYSICAL FITNESS PROGRAMS 73,$5000.00,08/06/2010,SPORTS4KIDS,517 4TH STREET   ; OAKLAND  ; CA  ; 94607-,OAKLAND  ,CA
PO336861,METROPOLITAN POLICE DEPARTMENT,DATABASE 38,$37750.00,08/06/2010,"FILEONQ, INC.",832 INDUSTRY DRIVE   ; SEATTLE  ; WA  ; 98188-,SEATTLE  ,WA
PO336804,UNIVERSITY OF THE DISTRICT OF COLUMBIA,LABORATORY AND SCIENTIFIC EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 43,$22644.80,08/06/2010,BIO RAD LABORATORIES INC.,1000-2000 ALFRED NOBLE DRIVE                       4000  ; HERCULES  ; CA  ; 94547,HERCULES  ,CA
PO336853,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7001.60,08/06/2010,SARA MACK,"8750 GEORGIA AVE, APT. 229A  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO336855,DEPARTMENT OF PARKS AND RECREATION,"SIGNS, PLASTIC AND POLYETHYLENE (INCLUDING BLANKS) 89",$60000.00,08/06/2010,GELBERG SIGNS,"6511 CHILLUM PLACE, N.W.  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
