PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO246222,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$28099.00,01/02/2008,GPS NORTH AMERICA,40 STEEPLECHASE DRIVE  ; HOLLAN  ; PA  ; 18966,HOLLAN  ,PA
PO268210,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",$12883.45,08/20/2008,EMERGENCY 911 SECURITY,"421 H STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO268160,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"CONSTRUCTION SERVICES, GENERAL 00",$6758.00,08/20/2008,MIRACLE CLEANING & MAINTENANCE,439 10TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO268184,DEPARTMENT OF PARKS AND RECREATION,VIDEO GAME MACHINES 88,$5802.86,08/20/2008,FAITH MANAGEMENT CONSULTING,"3417 MINNESOTA AVE, SE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO267091-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PAINT AND VARNISH 45,$11430.00,08/20/2008,GENERAL MERCHANDISE,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO268136,DC PUBLIC LIBRARY,"CONSTRUCTION SERVICES, GENERAL 00",$4999.99,08/20/2008,KEYSTONE PLUS CONSTRUCTION COR,"1600 K STREET, N.W.                                SUITE 350  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO268138,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$275500.00,08/20/2008,TEXAS MUNICIPAL POLICE ASSOC,6200 LA CALMA DRIVE                                SUITE 200  ; AUSTIN  ; TX  ; 78752,AUSTIN  ,TX
PO268252,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"OFFICE SUPPLIES: CARBON PAPER AND RIBBONS, ALL TYPES 00",$4068.13,08/20/2008,FRANK PARSON PAPER COMPANY,2270 BEAVER ROAD  ; LANDOVER  ; MD  ; 20785,LANDOVER  ,MD
PO268146,UNIVERSITY OF THE DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$9500.00,08/20/2008,ADAM EIDINGER,1858 MINTWOOD PLACE NW #4  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO268161,ALCOHOLIC BEVERAGE REGULATION ADMIN.,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$5000.00,08/20/2008,BANNER STAFFING LLC,1025 CONNECTICUT AVENUE NW                         SUITE 211  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO268167,DEPARTMENT OF TRANSPORTATION,"RADAR INSTRUMENTS, TRAFFIC ENFORCEMENT TYPE (INCLUDING LASER SPEED MEASURING, RANGING DEVICES AND RADAR INSTRUMENTS EQUIPPED W/CAMERAS) 77",$6249.60,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268195,DC PUBLIC LIBRARY,"FOLDERS, PRESENTATION 45",$2997.00,08/20/2008,"SENODA, INC.","1050 17TH STREET, NW                               SUITE 600  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO238045-V3,FIRE AND EMERGENCY MEDICAL SERVICES,"CREDIT CARD, CHARGE CARD SERVICES 35",$62000.00,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO238048-V4,FIRE AND EMERGENCY MEDICAL SERVICES,"CREDIT CARD, CHARGE CARD SERVICES 35",$68000.00,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO238256-V3,FIRE AND EMERGENCY MEDICAL SERVICES,"CREDIT CARD, CHARGE CARD SERVICES 35",$77000.00,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO268213,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$2809.44,08/20/2008,LASER ART INC,2414 DOUGLAS STREET NE                             SUITE 200  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO268155,OFFICE OF HUMAN RIGHTS,EDUCATION AND TRAINING CONSULTING 38,$2700.00,08/20/2008,TERRY CORNWELL RUMSEY,"DBA/ TRE ASSOCIATES                                7801 14TH ST., NW, SUITE 300  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO261245-V3,DEPARTMENT OF TRANSPORTATION,,$8500.00,08/20/2008,BANNER STAFFING LLC,1025 CONNECTICUT AVENUE NW                         SUITE 211  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO268247,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$8286.00,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268140,METROPOLITAN POLICE DEPARTMENT,"EVIDENCE BAGS, CONTAINERS AND SUPPLIES 47",$3384.40,08/20/2008,TRI-TECH INC.,4019 EXECUTIVE PARK BLVD. SE  ; SOUTHPORT  ; NC  ; 28461,SOUTHPORT  ,NC
PO268103,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"PASSENGER TRANSPORTATION SERVICES, RAILROAD 50",$8989.00,08/20/2008,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO268274,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: COLLEGE LEVEL (INCLUDES STUDENT AND TEACHER EDITIONS) 88,$7349.14,08/20/2008,HARVARD UNIVERSITY,8 STORY STREET   FIRST FLOOR  ; CAMBRIDGE  ; MA  ; 02138-,CAMBRIDGE  ,MA
PO268120,COUNCIL OF THE DISTRICT OF COLUMBIA,"OFFICE SUPPLIES, GENERAL 00",$7000.00,08/20/2008,GENERAL SERVICE ADMINISTRATION,819 TAYLOR STREET  ; FORT WORTH  ; TX  ; 76102,FORT WORTH  ,TX
PO267276-V2,DEPARTMENT ON DISABILITY SERVICES,COMPUTER NETWORK CONSULTING 30,$8000.00,08/20/2008,CUSTOM INTEGRATED SOLUTIONS,3215 MARTIN LUTHER KING AVE                        SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO254369-V2,DEPARTMENT OF CORRECTIONS,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$13002.00,08/20/2008,NATIONAL COMM. ON CORRECTIONAL,1145 W DIVERSEY PKWY  ; CHICAGO  ; IL  ; 60614,CHICAGO  ,IL
PO268288,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$24720.00,08/20/2008,VAULTUS MOBILE TECHNOLOGIES,263 SUMMER STREET  ; BOSTON  ; MA  ; 02210,BOSTON  ,MA
PO268287,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$22480.00,08/20/2008,VAULTUS MOBILE TECHNOLOGIES,263 SUMMER STREET  ; BOSTON  ; MA  ; 02210,BOSTON  ,MA
PO268291,DISTRICT DEPARTMENT OF THE ENVIRONMENT,"PERIPHERALS, MISCELLANEOUS: JOY STICKS, GRAPHIC DIGITIZERS, LIGHT PENS, MICE, PEN PADS, TRACKBALLS, ETC. 68",$2580.70,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268090,OFFICE OF CHIEF FINANCIAL OFFICER,NEWSPAPER AND PUBLICATION ADVERTISING 71,$9500.00,08/20/2008,THEWASHINGTON TIMES LLC,3400 N Y AVE NE  ; WASH  ; DC  ; 20002,WASH  ,DC
PO268121,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$4108.00,08/20/2008,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO268088,DC PUBLIC LIBRARY,"CAMERAS, DIGITAL, FOR WINDOWS (INCLUDING LIQUID CRYSTAL DISPLAY) 14",$3575.50,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268221,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELEVISION RECEIVERS AND CONSOLES 60,$2884.72,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268279,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,COMPUTER SOFTWARE FOR MINI AND MAINFRAME COMPUTERS (PREPROGRAMMED) 00,$7280.00,08/20/2008,RAINMAKER DBA SYBASE IAD,900 EAST HAMPTON AVE   ; CAMBELL  ; CA  ; 95008-,CAMBELL  ,CA
PO268235,DEPARTMENT OF CORRECTIONS,"COMPUTERS, MINI AND MAINFRAME, RENTAL OR LEASE 26",$82545.80,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268293,DEPARTMENT OF HEALTH,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$3661.29,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268236,OFFICE OF MUNICIPAL PLANNING,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$9459.50,08/20/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO268124,UNIVERSITY OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$24012.00,08/20/2008,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO268128,UNIVERSITY OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$24012.00,08/20/2008,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO268211,OFFICE OF UNIFIED COMMUNICATIONS,ELECTRONIC EQUIPMENT MAINTENANCE AND REPAIR 37,$197945.96,08/20/2008,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO249204-V3,DEPARTMENT ON DISABILITY SERVICES,"MISCELLANEOUS SERVICES, NO. 1 00",$157451.00,08/20/2008,KATHY E. SAWYER,3815 PINE VALLEY COURT  ; MONTGOMERY  ; AL  ; 36116,MONTGOMERY  ,AL
PO268098,UNIVERSITY OF THE DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$14100.00,08/20/2008,"MASTER CARE FLOORING, INC",4000 COOLIDGE AVE STE G  ; BALTIMORE  ; MD  ; 21229-,BALTIMORE  ,MD
PO268163,OFFICE OF CONTRACTING AND PROCUREMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3000.00,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO255775-V2,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$33712.50,08/20/2008,ROBERT S. FREESE,33A STYMUS AVENUE  ; BETHPAGE  ; NY  ; 11714,BETHPAGE  ,NY
PO268270,OFFICE OF VICTIM SERVICES,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$3000.00,08/20/2008,WENDT CENTER FOR LOSS & HEAL.,4201 CONNECTICUT AVENUE NW                         SUITE 300  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
PO268101,UNIVERSITY OF THE DISTRICT OF COLUMBIA,,$2639.74,08/20/2008,MILLIPORE CORP,2736 PAYSPHERE CIRCLE  ; CHICAGO  ; IL  ; 60674,CHICAGO  ,IL
PO268212,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"GERMICIDES, CLEANERS, AND RELATED SANITATION PRODUCTS FOR HEALTH CARE PERSONNEL 00",$7502.50,08/20/2008,ALL N' 1 MEDICAL SUPPLIES &,"TREASURES LLC 3938 EAST CAPITOL STREET, N.E.  ; WASHINGTON  ; DC  ; 20019-3341",WASHINGTON  ,DC
PO268114,COUNCIL OF THE DISTRICT OF COLUMBIA,"IDENTIFICATION PINS, TAGS, ETC. 64",$3514.16,08/20/2008,"MADETOORDER, INC.","1244A QUARRY LANE  ; PLEASANTON,  ; CA  ; 95466","PLEASANTON,  ",CA
PO268208,D.C. DEPARTMENT OF HUMAN RESOURCES,"COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL/TRAINING 16",$3000.00,08/20/2008,METROPOLITAN WASH COUNCIL,"MWCOG                                              777 NORTH CAPITOL ST NE,#300  ; WASHINGTON  ; DC  ; 20002-4239",WASHINGTON  ,DC
PO268226,OFFICE OF HUMAN RIGHTS,COMMUNICATIONS CABLE 29,$5815.00,08/20/2008,W*USA TV-9 C/O THE DETROIT NEW,4100 WISCONSIN AVENUE NW  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO268177,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$12750.00,08/20/2008,GABRIELLA & PAUL ROSENBAUM FOU,764 MT PLEASANT ROAD  ; BRYN MAWR  ; PA  ; 19010,BRYN MAWR  ,PA
PO268196,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$5000.00,08/20/2008,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO268234,DISTRICT DEPARTMENT OF THE ENVIRONMENT,"SCANNERS, DOCUMENT: HANDHELD, DESKTOP AND HIGH VOLUME 88",$6399.99,08/20/2008,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO268199,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$5000.00,08/20/2008,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO268264,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$9500.00,08/20/2008,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO268198,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$5000.00,08/20/2008,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO237552-V2,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"MARKETING SERVICES (INCL. DISTRIBUTION, RESEARCH, SALES PROMOTIONS, ETC.) 53",$5000.00,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO268159,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"CONSTRUCTION SERVICES, GENERAL 00",$6000.00,08/20/2008,K C HOME IMPROVEMENT & CONTRUC,732 RIDGE DRIVE  ; MCLEAN  ; VA  ; 22101,MCLEAN  ,VA
PO268241,STATE SUPERINTENDENT OF EDUCATION (OSSE),GRAPHIC DESIGN SERVICES FOR PRINTING 46,$6827.47,08/20/2008,CENARIOS STRATEGIC MKT CRT,"4211 9TH STREET, NW                                SUITE 8  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO238278-V4,DISTRICT DEPARTMENT OF THE ENVIRONMENT,"OFFICE SUPPLIES, GENERAL 00",$51536.52,08/20/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO241545-V3,DEPARTMENT OF TRANSPORTATION,"POWER SUPPLY MAINTENANCE AND REPAIR, ELECTRIC 55",$8853033.29,08/21/2008,POTOMAC ELECTRIC POWER COMPANY,701 NINTH ST NW  ; WASHINGTON  ; DC  ; 20068,WASHINGTON  ,DC
PO267659-V2,DEPARTMENT OF MENTAL HEALTH,SOFTWARE MAINTENANCE/SUPPORT 45,$135000.00,08/21/2008,"INFOMC,INC.",101 WEST ELM STREET                                SUITE G-10  ; CONSHOHOCKEN  ; PA  ; 19428,CONSHOHOCKEN  ,PA
PO194303-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,LIBRARY EQUIPMENT 60,$85305.50,08/21/2008,JONES ELECTRIC COMPANY INC,2615 30TH STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO267649-V2,DEPARTMENT OF PUBLIC WORKS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$307590.00,08/21/2008,FONTANA LITHOGRAPH INC.,4801 VIEWPOINT PL.   ; CHEVERLY  ; MD  ; 20781-,CHEVERLY  ,MD
PO258507-V4,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$673746.86,08/21/2008,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO240523-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$26280.00,08/21/2008,JEAN M FINKLEMAN,24121 SECRETARIAT COURT  ; DAMASCUS  ; MD  ; 20872,DAMASCUS  ,MD
PO268326,DEPARTMENT OF HUMAN SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$41650.00,08/21/2008,TALX COPR. THE WORK NUMBER,1850 BORMAN COURT  ; ST. LOUIS  ; MO  ; 63146,ST. LOUIS  ,MO
PO268402,DEPARTMENT OF MENTAL HEALTH,"CARPET CLEANING MACHINES (FOAM, HOT WATER, STEAM, ETC.), PARTS AND ACCESSORIES 15",$5486.00,08/21/2008,LANIADO WHOLESALE MAINT. PROD.,1134 TAFT STREET  ; ROCKVILLE  ; MD  ; 20850,ROCKVILLE  ,MD
PO237801-V2,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$34520.00,08/21/2008,RAYMOND FINKLEMAN,24121 SECRETARIAT COURT  ; DAMASCUS  ; MD  ; 20872,DAMASCUS  ,MD
PO238981-V2,METROPOLITAN POLICE DEPARTMENT,FOODS: PERISHABLE 00,$7159.04,08/21/2008,MTW DISTRIBUTORS INC,1235 KENILWORTH AVE NE                             SUITE#8  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO268412,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,AUTOMOTIVE AND TRAILER MAINTENANCE ITEMS AND REPAIR/REPLACEMENT PARTS 00,$100000.00,08/21/2008,FREEDOM FLEET,4401 NORTH POINT BOULEVARD  ; SPARROWS POINT  ; MD  ; 21219,SPARROWS POINT  ,MD
PO243350-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$13000.00,08/21/2008,LEGALINK,1100 CONNECTICUT AVE NW #850  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO188827-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",$3213.00,08/21/2008,BAKER COOPER & ASSOCIATES,4000 ALBEMARLE STREET                              SUITE 300  ; NW WASHINGTON  ; DC  ; 20016,NW WASHINGTON  ,DC
PO268343,DEPARTMENT OF TRANSPORTATION,CONSULTING SERVICES 00,$1049865.97,08/21/2008,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO268300,DEPARTMENT OF HEALTH,DENTAL SERVICES 28,$175000.00,08/21/2008,QUALITY PLAN ADMINISTRATORS,"7824 EASTERN AVENUE, NW                            SUITE 100  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO268393,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"DUCT CLEANING EQUIPMENT, AIR 31",$99000.00,08/21/2008,POTOMAC EXHAUST INC,1775 WEST MT. HARMONY ROAD  ; OWINGS  ; MD  ; 20736,OWINGS  ,MD
PO268419,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PROJECTION DEVICES AND ACCESSORIES: INTERACTIVE CONFERENCING BOARDS, LCD, PADS, PANELS, ETC. 75",$2876.50,08/21/2008,LASER ART INC,2414 DOUGLAS STREET NE                             SUITE 200  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO268344,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$39999.05,08/21/2008,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO268301,DEPARTMENT OF HEALTH,DENTAL SERVICES 28,$117521.25,08/21/2008,DORAL DENTAL SERVICES OF MD,465 MEDFORD STREET  ; BOSTON  ; MA  ; 02129,BOSTON  ,MA
PO268407,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8000.00,08/21/2008,"GLORIA MOROTE, PH D.","424 SOUTH WASH, ST.  ; ALEXANDRIA  ; VA  ; 22314",ALEXANDRIA  ,VA
PO184216-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADMINISTRATIVE CONSULTING 06,$446050.20,08/21/2008,FANNING HOWEY ASSOC.,210 N. LEE ST.  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO268404,OFFICE OF THE CHIEF MEDICAL EXAMINER,"MONITORS, COLOR AND MONOCHROME (CGA, VGA, SVGA, ETC.) 61",$19350.00,08/21/2008,CHESAPEAKE MEDICAL SYSTEMS INC,118 CEDAR STREET   ; CAMBRIDGE  ; MD  ; 21613-,CAMBRIDGE  ,MD
PO268386,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$15000.00,08/21/2008,THC ENTERPRISES INC MIDATLANTI,10641 CORDOVA ROAD  ; EASTON  ; MD  ; 21601,EASTON  ,MD
PO268303,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"TEST AND TEST SCORING DEVICES: ACHIEVEMENT, APTITUDE, INTELLIGENCE, ETC. 90",$16756.20,08/21/2008,CASAS/DBA NATL EXTERNAL DIPLO,5151 MURPHY CANYON ROAD                            SUITE 220  ; SAN DIEGO  ; CA  ; 92123,SAN DIEGO  ,CA
PO268338,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$5580.00,08/21/2008,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO184203-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROJECT MANAGEMENT 68,$4893.00,08/21/2008,"U.S. ARMY DISTRICT, BAC",10 SOUTH HOWARD ST.  ; BALTIMORE  ; MD  ; 21201,BALTIMORE  ,MD
PO239594-V5,DEPARTMENT OF HEALTH,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$151639.20,08/21/2008,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW                                 SUITE 725  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO268311,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$60000.00,08/21/2008,INTERNATIONAL CODE COUNCIL INC,4051 W FLOSSMOOR ROAD  ; COUNTRY CLUB HILLS  ; IL  ; 60478,COUNTRY CLUB HILLS  ,IL
PO268346,DEPARTMENT OF PARKS AND RECREATION,"JANITORIAL SUPPLIES, GENERAL LINE 00",$3240.00,08/21/2008,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO183800-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,GENERAL CONSTRUCTION - ARCHITECTURAL 38,$10000.00,08/21/2008,"U.S. ARMY DISTRICT, BAC",10 SOUTH HOWARD ST.  ; BALTIMORE  ; MD  ; 21201,BALTIMORE  ,MD
PO268354,DEPARTMENT OF HEALTH,PARKING MANAGEMENT SERVICES 72,$3904.00,08/21/2008,MARC PARC PARKING,1233 20TH STREET NW                                STE 104  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO268349,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES 00,$88776.00,08/21/2008,"METRO HOMES, INC.",6856 EASTERN AVENUE  NW                            SUITE 214  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO268328,OFFICE OF CHIEF FINANCIAL OFFICER,,$37265.50,08/21/2008,FAIRFAX IMAGING,4200 - A TECHNOLOGY COURT  ; CHANTILLY  ; VA  ; 20151-1214,CHANTILLY  ,VA
PO268336,DEPARTMENT OF PARKS AND RECREATION,BASEBALL EQUIPMENT 24,$77970.00,08/21/2008,ARJ GROUP INC,"412 H STREET, N.E., SUITE 3  ; WASHINGTON  ; DC  ; 20002-0002",WASHINGTON  ,DC
PO268375,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4000.00,08/21/2008,"CHIMUSIC, INC.",702 COBB STREET  ; DURHAM  ; NC  ; 27707,DURHAM  ,NC
PO268342,DEPARTMENT OF TRANSPORTATION,DESK TOP PUBLISHING SERVICES 30,$226000.00,08/21/2008,STV INC,205 WEST WELSH DRIVE  ; DOUGLASSVILLE  ; PA  ; 19518,DOUGLASSVILLE  ,PA
