PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS
PO369042-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",10973.87,08/16/2011,WASHINGTON LITERACY COUNCIL,"1918 18TH STREET NW SUITE B2, WASHINGTON, DC, 20009"
PO349335-V3,COUNCIL OF THE DISTRICT OF COLUMBIA,SOFTWARE MAINTENANCE/SUPPORT 45,21344.12,08/16/2011,MERIDIAN IMAGING SOLUTIONS,"5775 GENERAL WASHINGTON DRIVE, ALEXANDRIA, VA, 22312"
PO369051-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",10973.87,08/16/2011,OPPORTUNITIES INDUSTRIAL CENTER,"3707 MLK AVENUE SE, WASHINGTON, DC, 20032"
PO370050,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,111660,08/16/2011,OPPORTUNITIES INDUSTRIAL CENTER,"3707 MLK AVENUE SE, WASHINGTON, DC, 20032"
PO369964,DC PUBLIC LIBRARY,PROJECT MANAGEMENT SERVICES 77,169837,08/16/2011,"THE FREELON GROUP, INC","5310 S. ALSTON AVE, DURHAM, NC, 27713"
PO349252-V3,DEPARTMENT OF MENTAL HEALTH,C.P.R. EQUIPMENT AND SUPPLIES (SEE 345-68 FOR MODELS) 10,4626,08/16/2011,AMERICAN RED CROSS OF THE NATI,"8550 ARLINGTON BLVD, FAIRFAX, VA, 22031"
PO304274-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,17343,08/16/2011,KADCON CORPORATION,"1053 31ST STREET NW, WASHINGTON, DC, 20007"
PO304287-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,27428,08/16/2011,KADCON CORPORATION,"1053 31ST STREET NW, WASHINGTON, DC, 20007"
PO369043-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",10973.87,08/16/2011,GOSPEL RESCUE MINISTRIES,"810 5TH STREET NW, WASHINGTON, DC, 20001"
PO370023,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,20242,08/16/2011,D.C WATER AND SEWER AUTHORITY,"5000 OVERLOOK AVE SW, WASHINGTON, DC, 20032"
PO369996,DEPARTMENT OF HEALTH,COMPUTER NETWORK CONSULTING 30,20000,08/16/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO356691-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,31736.32,08/16/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO269613-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,"GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION - ENGINEERING 44",99846.99,08/16/2011,JJPS INC.,"605 RALEIGH PLACE SE, WASHINGTON, DC, 20032"
PO332705-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,49443.25,08/16/2011,JJPS INC.,"605 RALEIGH PLACE SE, WASHINGTON, DC, 20032"
PO257005-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,LEAD ABATEMENT SERVICES 47,449607.76,08/16/2011,JJPS INC.,"605 RALEIGH PLACE SE, WASHINGTON, DC, 20032"
PO370208,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,6693.63,08/17/2011,"FISHER SCIENTIFIC COMPANY, LLC","300 INDUSTRY DRIVE, PITTSBURGH, PA, 15275"
PO365378-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,34091.57,08/17/2011,HOSPITALITY HIGH SCHOOL OF DC,"4301 13TH STREET NW, WASHINGTON, DC, 20011"
PO370117,DEPARTMENT OF MENTAL HEALTH,"GENERATORS, PORTABLE AND STATIONARY, INCLUDING PARTS AND ACCESSORIES MAINTENANCE AND REPAIR 39",4500,08/17/2011,RSC ELECTRICAL & MECHANICAL CO,"6035 DIX STREET NE, WASHINGTON, DC, 20019"
PO370238,OFF PUBLIC ED FACILITIES MODERNIZATION,"HEATING, AIR CONDITIONING, AND VENTILATION MAINTENANCE AND REPAIR SERVICES (INCLUDING INSTALLATION) 36",236216,08/17/2011,RSC ELECTRICAL & MECHANICAL CO,"6035 DIX STREET NE, WASHINGTON, DC, 20019"
PO370207,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,3591,08/17/2011,KENT STATE UNIVERSITY,"134 CARTWRIGHT HALL, KENT, OH, 442420001"
PO365975-V2,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,44010,08/17/2011,MICHAEL P. MULDERIG,"5593 NEWBERRY COURT, WOODBRIDGE, VA, 22193"
PO370224,DEPARTMENT OF TRANSPORTATION,CAR SEATS FOR INFANTS 13,9077,08/17/2011,EVENFLO,"225 BYERS RD, MIAMISBURG, OH, 45342"
PO370218,DEPARTMENT OF TRANSPORTATION,CAR SEATS FOR INFANTS 13,6956,08/17/2011,EVENFLO,"225 BYERS RD, MIAMISBURG, OH, 45342"
PO370232,DEPARTMENT ON DISABILITY SERVICES,"MULTI-FUNCTION OFFICE MACHINES (COMBINATION OF FAX-COPIER-SCANNER-PRINTER, ETC.) 72",66320.04,08/17/2011,CANON FINANCIAL SERVICES,"158 GAITHER DRIVE SUITE 200, MT LAUREL, NJ, 08054"
PO368963-V2,DEPARTMENT OF HEALTH,"PADS, FURNITURE, PROTECTIVE AND MOVING 62",19000,08/17/2011,S&H TRUCKING COMPANY,"1013 RHODE ISLAND AVE NE, WASHINGTON, DC, 20018"
PO370220,DEPARTMENT OF CORRECTIONS,"COURTROOM FURNITURE: CHAIRS, TABLES, ETC. 15",11581,08/17/2011,NORIX GROUP INC,"1000 ATLANTIC DRIVE, WEST CHICAGO, IL, 60185"
PO357858-V2,DEPARTMENT OF EMPLOYMENT SERVICES,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,15251.25,08/17/2011,ADAMS MORGAN YOUTH LEADERSHIP,"1700 KALORAMA ROAD, NW SUITE 102, WASHINGTON, DC, 20009"
PO370165,DEPARTMENT OF HEALTH,EDUCATION AND TRAINING CONSULTING 38,14298.75,08/17/2011,WEINGART DESIGN DBA NOODLE SOU,"4614 PROSPECT AVENUE, CLEVELAND, OH, 44103"
PO370160,DEPARTMENT OF HEALTH,INVENTORY MANAGEMENT 55,8531,08/17/2011,"HI-TECH SOLUTION, INC.","1300 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20004"
PO346508-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",270000,08/17/2011,PARTS AUTHORITY SOUTHERN LLC,"6335 CHILLUM PLACE, NW, WASHINGTON, DC, 20011"
PO370202,DEPARTMENT OF MOTOR VEHICLES,"PRINTERS, LASER 77",23430.55,08/17/2011,"SUPRETECH, INC.","7600 GEORGIA AVENUE NW, WASHINGTON, DC, 20012"
PO365382-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,39101.14,08/17/2011,INTEGRATED DESIGN ELECTRONICS,"1027 45TH STREET NE, WASHINGTON, DC, 20019"
PO365375-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,64848.36,08/17/2011,"DC PREPARATORY ACADEMY,PCS","707 EDGEWOOD STREET NE, WASHINGTON, DC, 20017"
PO370226,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",50000,08/17/2011,TURNER CONSTRUCTION COMPANY,"3865 WILSON BLVD, ARLINGTON, VA, 22203"
PO369155-V2,DC PUBLIC LIBRARY,COMMUNICATIONS MARKETING SERVICES 22,15080,08/17/2011,ALSTON MARKETING GROUP LLC,"18 R STREET NE, WASHINGTON, DC, 20002"
PO370227,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",50000,08/17/2011,BROUGHTON CONSTRUCTION,"1050 17TH ST. NW, WASHINGTON, DC, 20036"
PO370168,DEPARTMENT OF HEALTH,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES RENTAL OR LEASE 17,5912,08/17/2011,"PERKINELMER LAS,INC","710 BRIDGEPORT AVENUE, SHELTON, CT, 06484"
PO365376-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,29233.17,08/17/2011,EUPHEMIA L. HAYNES PCS,"3600 GEORGIA AVENUE NW, WASHINGTON, DC, 20010"
PO370146,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ADVERTISING/PUBLIC RELATIONS 03,2980,08/17/2011,WASHINGTON NEWSPAPER PUBLISHI,"1015 15TH STREET NW, WASHINGTON, DC, 20005"
PO370127,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,63575,08/17/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO370114,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",20500,08/17/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO370206,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MOPS AND HANDLES, WET TYPES 72",8543.38,08/17/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO347763-V2,DEPARTMENT OF PUBLIC WORKS,"GENERAL MAINTENANCE AND REPAIR, VEHICLE (NOT OTHERWISE CLASSIFIED), TO INCLUDE OIL CHANGES, LUBRICATION, GUARANTEED MAINTENANCE PROGRAMS, ETC. (SEE 928-88 FOR TUNE-UPS) 47",214350.81,08/17/2011,"WILBAR & ARNOLD, INC.","10916 OAKTON ROAD, OAKTON, VA, 22124"
PO370118,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,10000,08/17/2011,EURO STYLE INC.,"1342 H STREET NE, WASHINGTON, DC, 20002"
PO370216,DEPARTMENT OF PARKS AND RECREATION,"MAINTENANCE AND REPAIR, SWIMMING POOL (INCLUDES WATER TREATMENT) 63",34950,08/17/2011,CLIMATE ENGINEERS INC.,"4819 POLK AVENUE, ALEXANDRIA, VA, 22304"
PO370142,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ADVERTISING/PUBLIC RELATIONS 03,4000,08/17/2011,CLEAR CHANNEL BROADCASTING INC,"6200 OAK TREE BLVD, INDEPENDENCE, OH, 44131"
PO370135,DEPARTMENT OF HEALTH,ADMINISTRATIVE CONSULTING 06,100000,08/17/2011,"FREE AND CLEAR, INC.","999 3RD AVE SUITE 2100, SEATTLE, WA, 98104"
PO370195,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,7872.15,08/17/2011,ALISONS TRADING CORP,"91B MCKEE DRIVE, MAHWAH, NJ, 07430"
PO370215,DEPARTMENT OF PARKS AND RECREATION,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",15505,08/17/2011,"HRY DESIGN, LLC","1525 8TH STREET NW, WASHINGTON, DC, 20001"
PO370148,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",10040.22,08/17/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO370124,DEPARTMENT OF TRANSPORTATION,"DRIVES, TAPE 37",3816.84,08/17/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO370140,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",15315.2,08/17/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO370133,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",2542.09,08/17/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO370131,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTERS, LASER 77",16603.09,08/17/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO365377-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,81647.25,08/17/2011,FRIENDSHIP PCS,"120 Q STREET NE, WASHINGTON, DC, 20002"
PO370239,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,3632.65,08/17/2011,BARNES AND NOBEL,"3040 M STREET, NW, WASHINGTON, DC, 20007"
PO361130-V2,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,23800,08/17/2011,"TONYA W. LOCKWOOD, PSY D","7829 BELLE POINT DRIVE WORD OF LIFE DEVELOPMENT CTR, GREENBELT, MD, 20770"
PO370137,"DEPART OF INSURANCE,SECURITIES & BANKING",GRAPHIC DESIGN SERVICES FOR PRINTING 46,40000,08/17/2011,THE AQUILINE GROUP,"1801 COLUMBIA ROAD NW, WASHINGTON, DC, 20009"
PO370214,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,566040,08/17/2011,"APEX LEARNING, INC","315 5TH AVE SOUTH, SEATTLE, WA, 98104"
PO367404-V2,DC PUBLIC LIBRARY,SECURITY SYSTEMS; INTRUDER AND SMOKE DETECTION/ENGINEERING 84,50284,08/17/2011,ADT SECURITY SERVICES,"14434 ALBEMARLE POINT PLACE, CHANTILLY, VA, 20151"
PO365379-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,33169.13,08/17/2011,HOWARD ROAD ACADEMY PCS,"701 HOWARD ROAD SE, WASHINGTON, DC, 20020"
PO370128,DEPARTMENT OF TRANSPORTATION,LANDSCAPE ARCHITECTURE 56,3738.75,08/17/2011,COMMUNITY BRIDGE INC,"ONE SCOTT CIRCLE NW, WASHINGTON, DC, 20036"
PO361048-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,5765.33,08/17/2011,NIA COMMUNITY PCS,"100 41 ST. NE, WASHINGTON, DC, 20019"
PO365383-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,34144.97,08/17/2011,KIPP DC/KEY ACADEMY PCS,"1003 K STREET NW, WASHINGTON, DC, 20001"
PO370163,DEPARTMENT OF HEALTH,"LABORATORY SUPPLIES: ASBESTOS SQUARES, CORKS, FILES, GLASS CUTTERS, RING STANDS, STOPCOCK GREASE, TONGS, WIRE GAUZE, ETC. 54",7726,08/17/2011,BIO RAD LABORATORIES INC.,"10002000 ALFRED NOBLE DRIVE   4000, HERCULES, CA, 94547"
PO365380-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,67449.55,08/17/2011,HYDE LEADERSHIP PCS WASH,"1800 PERRY STREET NE, WASHINGTON, DC, 20018"
PO365387-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,38934.29,08/17/2011,TREE OF LIFE COMMUNITY PCS,"2315 18TH PLACE NE, WASHINGTON, DC, 20018"
PO347948-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,46750,08/17/2011,GENESIS HEALTH & EDUCATION COR,"12120 CHANCERY STATION CIRCLE, RESTON, VA, 20190"
PO370138,DEPARTMENT OF REAL ESTATE SERVICES,"EARLY WARNING SYSTEM, ENGINE POWERED, TRAILER MOUNTED (OR FOR TRUCK MOUNTING) 14",12960,08/17/2011,GELBERG SIGNS,"6511 CHILLUM PLACE NW, WASHINGTON, DC, 20012"
PO369113-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TRANSLATION SERVICES 75,2740,08/17/2011,GOLDEN LAND INC,"6051 E ARLINGTON BLVD 2ND FL, FALLS CHURCH, VA, 22044"
PO370222,DISTRICT DEPARTMENT OF THE ENVIRONMENT,MEMBERSHIP DUES 48,18945,08/17/2011,METROPOLITAN WASH COUNCIL,"777 NORTH CAPITOL ST NE, WASHINGTON, DC, 20002"
PO370237,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE CONSULTING 28,5000,08/17/2011,DIGI DOCS INC DOCUMENT MGERS,"510 FLORIDA AVE NW, WASHINGTON, DC, 20001"
PO370120,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,87700.05,08/17/2011,THE PERFORMANCE INSTITUTE,"1515 N. COURTHOUSE RD  SUITE 600, ARLINGTON, VA, 22201"
PO370119,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ADVERTISING/PUBLIC RELATIONS 03,3565,08/17/2011,ASIAN FORTUNE ENTERPRISES INC,"15050 MEDINAH COURT, HAYMARKET, VA, 20169"
PO370159,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,125000,08/17/2011,MAGNIFICUS CORPORATION,"37 L STREET SE, WASHINGTON, DC, 20003"
PO370228,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",50000,08/17/2011,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE SE, WASHINGTON, DC, 20020"
PO363478-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,39050,08/17/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO365371-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,19416.2,08/17/2011,CAPITAL CITY PCS,"3047 15TH STREET NW, WASHINGTON, DC, 20009"
PO370231,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,4572.09,08/17/2011,ELSIE WHITLOW STOKES PCS,"3700 OAKVIEW TERRACE NE, WASHINGTON, DC, 20017"
PO367342-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,5500,08/17/2011,LIPMAN FRIZZELL & MITCHELL LLC,"8815 CENTRE PARK DR.   SUITE 200, COLUMBIA, MD, 21045"
PO370221,DEPARTMENT OF TRANSPORTATION,"ASPHALTIC CONCRETE, HOT LAID INCLUDING BITUMINOUS MATERIALS 21",518900,08/17/2011,FORT MYER CONSTRUCTION CORPORA,"2237 33RD STREET NE, WASHINGTON, DC, 20018"
PO370198,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TOILET TISSUES, PAPER TOWELS, AND TOILET SEAT COVERS 75",3149.38,08/17/2011,METROPOLITAN OFFICE PRODUCTS,"910 BARNABY ST SE, WASHINGTON, DC, 20032"
PO370205,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,2855.32,08/17/2011,METROPOLITAN OFFICE PRODUCTS,"910 BARNABY ST SE, WASHINGTON, DC, 20032"
PO370169,EQUIPMENT LEASE - CAPITAL,AUTOMOBILES AND STATION WAGONS 06,155863.2,08/17/2011,GENERAL SERVICE ADMINISTRATION,"1500 EAST BANNISTER ROAD, KANSAS CITY, MD, 64131"
PO346205-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,131000,08/17/2011,IIU CONSULTING INSTITUTE INC,"3715 MLK JR AVE SE, WASHINGTON, DC, 20032"
PO370233,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,13310.93,08/17/2011,COMMUNITY ACADEMY PCS,"1351 NICHOLSON STREET NW, WASHINGTON, DC, 20011"
PO370236,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,15820.18,08/17/2011,COMMUNITY ACADEMY PCS,"1351 NICHOLSON STREET NW, WASHINGTON, DC, 20011"
PO370223,DEPARTMENT ON DISABILITY SERVICES,READING DEVICES (FOR THE VISION IMPAIRED) 92,3065,08/17/2011,INTEGRATION TECHNOLOGIES GROUP,"2745 HARTLAND ROAD, FALLS CHURCH, VA, 22043"
PO370157,DEPARTMENT OF HEALTH,"CREDENZA UNIT, WOOD 14",2684,08/17/2011,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,"35 SHERIDAN STREET, WASHINGTON, DC, 20011"
PO370234,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,15986.58,08/17/2011,CESAR CHAVEZ PCS,"709 12TH STREET SE, WASHINGTON, DC, 20003"
PO370149,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",100000,08/17/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE NE, WASHINGTON, DC, 20002"
PO370235,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,7127.3,08/17/2011,TWO RIVERS PCS,"1227 4TH STREET NE, WASHINGTON, DC, 20002"
PO370167,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,20670,08/17/2011,MAXIM HEALTHCARE SVCS,"9525 GEORGIA AVE   101, SILVER SPRING, MD, 20910"
PO370229,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,4346.29,08/17/2011,WVSA SCHOOL FOR ARTS,"1100 16TH ST NW, WASHINGTON, DC, 20036"
PO345948-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",60000,08/17/2011,POSNER INDUSTRIES INC,"8641 EDGEWORTH DRIVE, CAPITOL HEIGHTS, MD, 20743"
PO370241,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,3210,08/17/2011,FUND FOR EDUCATION AND HUMAN SERVICE,"1234 MASSACHUSETTS AVENUE NW, WASHINGTON, DC, 20005"
PO365386-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,39190.48,08/17/2011,PAUL JUNIOR HIGH PCS,"5800 8TH STREET NW, WASHINGTON, DC, 20011"
PO370147,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",100000,08/17/2011,SUN DEVELOPMENT,"1207 WYLIE STREET NE, WASHINGTON, DC, 20002"
PO346616-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",112000,08/17/2011,JMJ INC,"3908 PENNSYLVANIA AVE SE, WASHINGTON, DC, 20020"
PO369637,DEPART OF YOUTH REHABILITATION SERVICES,"ACCESS SERVICES, DATA 02",66946,08/17/2011,NATIONAL CORRECTIONS AND REHABILITATION,"2401 CONNECTICUT AVENUE, N.W.  SUITE 615, WASHINGTON, DC, 20008"
PO365384-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,39057.33,08/17/2011,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE NW, WASHINGTON, DC, 20009"
PO370219,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,74356,08/17/2011,R&R JANITORIAL PAINTING,"1931 15TH STREET NW, WASHINGTON, DC, 20009"
PO370158,DEPARTMENT OF HEALTH,ELECTRICAL AND ELECTRONIC PRODUCTS (INCL. COMPUTERS AND PERIPHERALS) 37,4308,08/17/2011,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE NE, WASHINGTON, DC, 20011"
PO370225,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",50000,08/17/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO366418-V2,OFF PUBLIC ED FACILITIES MODERNIZATION,"HVAC SYSTEMS MAINTENANCE AND REPAIR, POWER PLANT 55",47500,08/17/2011,"ADRIAN L. MERTON, INC.","9011 EAST HAMPTON DRIVE, CAPITOL HEIGHTS, MD, 20743"
PO370230,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,75000,08/17/2011,"ADRIAN L. MERTON, INC.","9011 EAST HAMPTON DRIVE, CAPITOL HEIGHTS, MD, 20743"
PO370115,OFFICE OF CHIEF FINANCIAL OFFICER,"FURNITURE, OFFICE (CUSTOM MADE) 48",2823.33,08/17/2011,CAPITAL SERVICES AND SUPPLIES,"2804 DOUGLAS STREET NE, WASHINGTON, DC, 20018"
PO370317,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CARPETS AND RUGS: COTTON, SYNTHETIC, WOOL, ETC. 10",10000.6,08/18/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO304407-V3,DEPARTMENT OF TRANSPORTATION,INDUSTRIAL EQUIPMENT RENTAL OR LEASE 40,58000,08/18/2011,"WILBAR & ARNOLD, INC.","10916 OAKTON ROAD, OAKTON, VA, 22124"
PO370316,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION CONSULTING 31,132714.42,08/18/2011,STV INC,"205 WEST WELSH DRIVE, DOUGLASSVILLE, PA, 19518"
PO370279,OFFICE OF PEOPLE'S COUNSEL,MAILING MACHINES AND EQUIPMENT MAINTENANCE AND REPAIR 52,52285,08/18/2011,PITNEY BOWES CREDIT CORP.,"5101 INTERCHANGE WAY, LOUISVILLE, KY, 40229"
PO370319,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,902500,08/18/2011,"AF/F&L SIGAL, LLC","1512 GOOD HOPE ROAD, SE, WASHINGTON, DC, 20020"
PO370308,DEPARTMENT OF CORRECTIONS,"BAGS, LAUNDRY, WATER SOLUBLE 24",4725,08/18/2011,ASSOCIATED SUPPLY INDUSTRIES,"1220 L STREET NW,SUITE 100327, WASHINGTON, DC, 20005"
PO370264,OFFICE OF CHIEF TECHNOLOGY OFFICER,"BATTERIES, RADIO/COMMUNICATION 13",64552,08/18/2011,INTEGRATED POWER SOURCES OF VA,"2260 DABNEY ROAD, HENRICO, VA, 23230"
